#IDX	INTEGRATED QUALITY FLAG	FILENAME		AUTO LOW S/N	UNDER SEQ	LOW LIBRARY COMPLEXITY	REPRODUCIBILITY FAIL		LAB	GRANT	CELLTYPE	HGNC ID	ANTIBODY	ENSEMBL GENE ID	TREATMENT	PROTOCOL	REP	NREPS		NREADS UNIQ MAP READS	NREADS DISTINCT UNIQ MAP	FRAG LEN		FCC	READ LEN	RCC	MINLEN	MINCC	NSC	RSC		NRF	PBC1	PBC2		RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)	OPTIMAL PEAKS (DISTINCT READS) max(Np, Nt)		SELF CONS. 2% IDR PEAKS (Ns) (DISTINCT READS)	ORIG. REP. IDR PEAKS (DISTINCT READS)	MIN SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX SELF CONS. 2% IDR PEAKS OVER ALL REPS	MAX. ORIG. REP. 2% IDR PEAKS (Nt) (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN REPS. (DISTINCT READS)	POOLED CONS. 2% IDR PEAKS (Np) (DISTINCT READS)	POOLED CONS. 1% IDR PEAKS (Np') (DISTINCT READS)	MAXIMAL RELAXED PEAK OVERLAP BETWEEN POOLED PSEUDOREPS. (DISTINCT READS)	TOTAL RELAXED PEAKS PER REP. (DISTINCT READS)	NPEAKS ON POOLED DATA USING DEFAULT MACS P-VALUE 1e-5 (DISTINCT READS)	TOTAL RELAXED PEAKS ON POOLED DATA (DISTINCT READS)
67	1	wgEncodeBroadHistoneK562Plu1StdAlnRep2		0	0	0	0		Broad	Bernstein	K562	KDM5B	PLU1	ENSG00000117139	None	std	2	2		17131907	13928686	100		0.303707405009062	40	0.2918262	1500	0.1749266	1.7362	1.101636		0.813026	0.829548	6.018423		1.38340122199593	12.1407035175879	15562		16912	9820	1393	16912	9820		15562	13585				
68	0	wgEncodeBroadHistoneK562Pol2bStdAlnRep1		0	0	0	0		Broad	Bernstein	K562	POLR2A	Pol2(b)	ENSG00000177084	None	std	1	2		9579950	7812967	180		0.14259207689948	35	0.135908	1500	0.1103269	1.29245	1.261288		0.815554	0.824098	5.88286		1.07903055848261	1.40133333333333	11464		5250	10240	5250	7357	10240		11464	9490				
69	1	wgEncodeBroadHistoneK562Pol2bStdAlnRep2		0	0	0	0		Broad	Bernstein	K562	POLR2A	Pol2(b)	ENSG00000177084	None	std	2	2		13448788	12644362	200		0.176860541569838	35	0.1771826	1495	0.1595266	1.108659	0.9817595		0.940186	0.943623	17.997033		1.07903055848261	1.40133333333333	11464		7357	10240	5250	7357	10240		11464	9490				
70	1	wgEncodeBroadHistoneK562Rbbp5a300109aStdAlnRep1		0	0	0	0		Broad	Bernstein	K562	RBBP5	RBBP5_(A300-109A)	ENSG00000117222	None	std	1	2		28121998	24051986	105		0.31980587540675	40	0.3158525	1500	0.2567958	1.24537	1.066941		0.855273	0.858167	7.050777		1.51440020035061	34.9578163771712	14278		14088	7986	403	14088	7986		14278	12094				
71	0	wgEncodeBroadHistoneK562Rbbp5a300109aStdAlnRep2		0	0	1	0		Broad	Bernstein	K562	RBBP5	RBBP5_(A300-109A)	ENSG00000117222	None	std	2	2		14442157	5722329	170		0.094763717779693	35	0.08941264	1490	0.0776728	1.220037	1.455805		0.396224	0.350928	1.433283		1.51440020035061	34.9578163771712	14278		403	7986	403	14088	7986		14278	12094				
72	1	wgEncodeBroadHistoneK562Sap3039731StdAlnRep1		0	0	1	0		Broad	Bernstein	K562	SAP30	SAP30_(39731)	ENSG00000164105	None	std	1	2		23056375	12193249	105		0.179845299397883	35	0.1740067	1490	0.1491213	1.206034	1.234619		0.528845	0.519276	2.061522		1.2732038236201	11.8073136427567	9823		8395	6486	711	8395	6486		9823	8258				
73	0	wgEncodeBroadHistoneK562Sap3039731StdAlnRep2		0	0	1	0		Broad	Bernstein	K562	SAP30	SAP30_(39731)	ENSG00000164105	None	std	2	2		17581412	7855357	180		0.119313074959049	35	0.1145832	1490	0.1023769	1.16543	1.387498		0.446799	0.391226	1.405648		1.2732038236201	11.8073136427567	9823		711	6486	711	8395	6486		9823	8258				
74	1	wgEncodeBroadHistoneNhaCtcfStdAlnRep1		0	0	0	0		Broad	Bernstein	NH-A	CTCF	CTCF	ENSG00000102974	None	std	1	2		10813788	7698476	165		0.158767425326077	40	0.1164513	1485	0.09205796	1.724646	2.734741		0.711913	0.707139	3.332976		1.00410638004685	1.2057436447989	38541		26081	36285	26081	31447	36285		38541	36434				
75	1	wgEncodeBroadHistoneNhaCtcfStdAlnRep2		0	0	0	0		Broad	Bernstein	NH-A	CTCF	CTCF	ENSG00000102974	None	std	2	2		14297750	11761772	155		0.218870710647804	40	0.1636018	1495	0.130599	1.675898	2.674677		0.822631	0.82576	5.723977		1.00410638004685	1.2057436447989	38541		31447	36285	26081	31447	36285		38541	36434				
76	1	wgEncodeBroadHistoneNhaEzh239875AlnRep1		0	0	0	0		Broad	Bernstein	NH-A	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1	2		33809392	29804433	140		0.305199479518381	35	0.3052444	1500	0.2938442	1.038644	0.9960554		0.881543	0.888575	9.087999		1.16517377284128	1.50076569678407	6504		6860	6504	4571	6860	6504		6335	5582				
77	0	wgEncodeBroadHistoneNhaEzh239875AlnRep2		0	1	0	0		Broad	Bernstein	NH-A	EZH2	EZH2_(39875)	ENSG00000106462	None	std	2	2		7397661	6991352	175		0.123225707480598	35	0.1258003	1500	0.1075437	1.14582	0.8589787		0.945076	0.94714	19.099423		1.16517377284128	1.50076569678407	6504		4571	6504	4571	6860	6504		6335	5582				
78	1	wgEncodeBroadHistoneNhdfadCtcfStdAlnRep1		0	0	0	0		Broad	Bernstein	NHDF-Ad	CTCF	CTCF	ENSG00000102974	None	std	1	2		17954584	10937735	130		0.44159854086731	40	0.2308754	1470	0.09765686	4.521941	2.581786		0.609189	0.681505	3.834559		1.05144919363934	1.02164340423261	49018		37471	44335	37471	38282	44335		49018	46616				
79	1	wgEncodeBroadHistoneNhdfadCtcfStdAlnRep2		0	0	1	0		Broad	Bernstein	NHDF-Ad	CTCF	CTCF	ENSG00000102974	None	std	2	2		30874136	15481650	135		0.288068091700461	40	0.2196303	1480	0.1565004	1.840686	2.084079		0.501444	0.445232	1.522473		1.05144919363934	1.02164340423261	49018		38282	44335	37471	38282	44335		49018	46616				
80	1	wgEncodeBroadHistoneNhdfadEzh239875AlnRep1		0	0	1	0		Broad	Bernstein	NHDF-Ad	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1	2		16409114	9441246	190		0.130614299708364	35	0.1319969	1490	0.1194725	1.093258	0.8896044		0.575366	0.543649	1.986222		1.17056788113169	1.16075437808711	5751		4454	5751	4454	5170	5751		5451	4913				
81	1	wgEncodeBroadHistoneNhdfadEzh239875AlnRep2		0	0	1	0		Broad	Bernstein	NHDF-Ad	EZH2	EZH2_(39875)	ENSG00000106462	None	std	2	2		17779573	9240951	185		0.144203292358263	35	0.1434194	1495	0.1261662	1.142963	1.045433		0.519751	0.473838	1.669732		1.17056788113169	1.16075437808711	5751		5170	5751	4454	5170	5751		5451	4913				
82	1	wgEncodeBroadHistoneNhekCtcfStdAlnRep1		0	0	0	0		Broad	Bernstein	NHEK	CTCF	CTCF	ENSG00000102974	None	std	1	3		10051128	8560495	145		0.284403987274869	40	0.1580405	1460	0.08971293	3.170156	2.849379		0.851695	0.861255	7.673835		1.09980209925098	3.15310878550699	47138		35854	39919;31598	11371	35854	39919		47138	43903				
83	0	wgEncodeBroadHistoneNhekCtcfStdAlnRep2		0	1	0	0		Broad	Bernstein	NHEK	CTCF	CTCF	ENSG00000102974	None	std	2	3		4596997	4172400	180		0.179157468378227	40	0.09846013	1495	0.05211045	3.438034	2.741055		0.907636	0.908963	11.088694		1.09980209925098	2.20367601794037	47138		25058	39919;28029	11371	35854	39919		47138	43903				
84	0	wgEncodeBroadHistoneNhekCtcfStdAlnRep3		0	1	0	0		Broad	Bernstein	NHEK	CTCF	CTCF	ENSG00000102974	None	std	3	3		2931622	2566486	185		0.083230572034415	40	0.05186996	1500	0.03416809	2.435915	2.771599		0.875449	0.874937	7.916851		1.38942338122666	3.15310878550699	47138		11371	31598;28029	11371	35854	31598		47138	43903				
85	1	wgEncodeBroadHistoneNhekEzh239875AlnRep1		0	0	0	0		Broad	Bernstein	NHEK	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1	2		32348495	25368596	160		0.31274271145483	35	0.303022	1500	0.2808483	1.113565	1.438386		0.784228	0.78283	4.525626		1.04427157001414	1.63863363963244	7993		8203	7383	5006	8203	7383		7993	7070				
86	1	wgEncodeBroadHistoneNhekEzh239875AlnRep2		0	0	1	0		Broad	Bernstein	NHEK	EZH2	EZH2_(39875)	ENSG00000106462	None	std	2	2		23579893	9812655	135		0.140433726703079	35	0.1352049	1495	0.1214746	1.156075	1.380821		0.416145	0.37592	1.514426		1.04427157001414	1.63863363963244	7993		5006	7383	5006	8203	7383		7993	7070				
87	1	wgEncodeBroadHistoneNhekPol2bStdAlnRep1		0	0	0	0		Broad	Bernstein	NHEK	POLR2A	Pol2(b)	ENSG00000177084	None	std	1	2		13422868	11825802	140		0.166826924040057	35	0.169332	1480	0.1499018	1.112908	0.8710732		0.881019	0.887599	9.199931		1.7433110367893	4.31362467866324	5810		3356	2392	778	3356	2392		5810	4170				
88	0	wgEncodeBroadHistoneNhekPol2bStdAlnRep2		0	1	0	0		Broad	Bernstein	NHEK	POLR2A	Pol2(b)	ENSG00000177084	None	std	2	2		4481239	4180745	165		0.06834771062262	35	0.07166555	1495	0.06107718	1.119038	0.6866523		0.932944	0.933639	15.06615		1.7433110367893	4.31362467866324	5810		778	2392	778	3356	2392		5810	4170				
89	1	wgEncodeBroadHistoneNhlfCtcfStdAlnRep1		0	0	0	0		Broad	Bernstein	NHLF	CTCF	CTCF	ENSG00000102974	None	std	1	2		14414033	12468427	140		0.288068294558464	40	0.1930309	1495	0.1296433	2.222006	2.499308		0.86502	0.871167	7.981501		1.18229598012359	2.18693156163323	39558		33904	31394	15503	33904	31394		39558	37117				
90	0	wgEncodeBroadHistoneNhlfCtcfStdAlnRep2		0	0	1	0		Broad	Bernstein	NHLF	CTCF	CTCF	ENSG00000102974	None	std	2	2		9539261	3704133	145		0.108397572168174	40	0.07391204	1485	0.04893078	2.215325	2.380457		0.388304	0.36887	1.665533		1.18229598012359	2.18693156163323	39558		15503	31394	15503	33904	31394		39558	37117				
91	1	wgEncodeBroadHistoneNhlfEzh239875AlnRep1		0	0	0	0		Broad	Bernstein	NHLF	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1	2		28220523	22472595	130		0.283871528860046	35	0.2749974	1500	0.2562951	1.107597	1.474493		0.796321	0.796997	4.858263		1.45508982035928	1.0156862745098	7047		6375	7047	6375	6475	7047		5644	4843				
92	1	wgEncodeBroadHistoneNhlfEzh239875AlnRep2		0	0	0	0		Broad	Bernstein	NHLF	EZH2	EZH2_(39875)	ENSG00000106462	None	std	2	2		31302744	27092431	120		0.304076551773278	35	0.3015252	1495	0.2837572	1.071608	1.14359		0.865497	0.870448	7.753362		1.45508982035928	1.0156862745098	7047		6475	7047	6375	6475	7047		5644	4843				
93	0	wgEncodeBroadHistoneOsteoblCtcfStdAlnRep1		0	0	0	0		Broad	Bernstein	Osteobl	CTCF	CTCF	ENSG00000102974	None	std	1	2		8095669	6001878	220		0.210289882151701	40	0.1097747	1495	0.0700138	3.003549	3.527987		0.741369	0.741394	3.847331		1.17034267637104	1.60942975469895	56295		31390	45203	31390	50520	45203		56295	52903				
94	1	wgEncodeBroadHistoneOsteoblCtcfStdAlnRep2		0	0	1	0		Broad	Bernstein	Osteobl	CTCF	CTCF	ENSG00000102974	None	std	2	2		28156783	15558960	150		0.42691303142466	40	0.2610728	1500	0.1326835	3.217529	2.291699		0.552583	0.527284	1.92171		1.17034267637104	1.60942975469895	56295		50520	45203	31390	50520	45203		56295	52903				
95	1	wgEncodeHaibTfbsA549Atf3V0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	ATF3	ATF3	ENSG00000162772	EtOH_0.02pct	v042211.1	1	2		26632133	24098805	155		0.271681438044792	35	0.2728504	1485	0.2531433	1.073232	0.9406831		0.904877	0.916855	12.509592		1.08573567952078	1.43536997236721	6624		4675	5800	3257	4675	5800		6624	5342				
96	1	wgEncodeHaibTfbsA549Atf3V0422111Etoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	ATF3	ATF3	ENSG00000162772	EtOH_0.02pct	v042211.1	2	2		34484314	32610195	125		0.329836748503437	35	0.3325646	1500	0.3174352	1.039068	0.8196987		0.945653	0.958065	25.133654		1.08573567952078	1.43536997236721	6624		3257	5800	3257	4675	5800		6624	5342				
97	1	wgEncodeHaibTfbsA549Bcl3V0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	BCL3	BCL3	ENSG00000069399	EtOH_0.02pct	v042211.1	1	2		26234144	21769014	160		0.256920601773845	35	0.2577684	1495	0.2416479	1.063202	0.9474059		0.829797	0.836742	6.171911		1.04631507775524	2.08417225950783	7771		7453	5916	3576	7453	5916		7771	6190				
98	1	wgEncodeHaibTfbsA549Bcl3V0422111Etoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	BCL3	BCL3	ENSG00000069399	EtOH_0.02pct	v042211.1	2	2		35636950	34199997	105		0.34637543104617	35	0.3488136	1495	0.3331309	1.039758	0.8445325		0.959678	0.968424	33.496753		1.04631507775524	2.08417225950783	7771		3576	5916	3576	7453	5916		7771	6190				
99	0	wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmAlnRep1		0	0	1	1		HudsonAlpha	Myers	A549	CREB1	CREB1_(SC-240)	ENSG00000118260	DEX_100nM	v041610.2	1	2		23019502	10799668	120		0.319251686306687	40	0.2449643	1490	0.1287097	2.480401	1.639006		0.469153	0.419432	1.422968		1.89262754753112	9.04871626069783	15932		13745	7311	1519	13745	7311		15932	13837				
100	0	wgEncodeHaibTfbsA549Creb1sc240V0416102Dex100nmAlnRep2		0	0	0	1		HudsonAlpha	Myers	A549	CREB1	CREB1_(SC-240)	ENSG00000118260	DEX_100nM	v041610.2	2	2		15131176	12497322	110		0.192589866962492	35	0.1775213	1495	0.1498801	1.28496	1.545149		0.825932	0.828896	5.733295		1.89262754753112	9.04871626069783	15932		1519	7311	1519	13745	7311		15932	13837				
101	1	wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmAlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	CTCF	CTCF_(SC-5916)	ENSG00000102974	DEX_100nM	PCR1x	1	2		24281169	16881677	105		0.358133866940703	40	0.2649531	1405	0.165004	2.170456	1.932282		0.695258	0.704048	3.29252		1.23064622330919	3.59453582907922	40913		38023	31893	10578	38023	31893		40913	39249				
102	0	wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmAlnRep2		0	0	1	0		HudsonAlpha	Myers	A549	CTCF	CTCF_(SC-5916)	ENSG00000102974	DEX_100nM	PCR1x	2	2		15453359	7062587	110		0.171192627613264	40	0.1217878	1440	0.08739162	1.958914	2.43635		0.457026	0.410192	1.459893		1.23064622330919	3.59453582907922	40913		10578	31893	10578	38023	31893		40913	39249				
103	1	wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	CTCF	CTCF_(SC-5916)	ENSG00000102974	EtOH_0.02pct	PCR1x	1	2		22672454	16853841	135		0.282389122336252	40	0.2222163	1465	0.1777495	1.588691	2.353211		0.743362	0.744886	3.769139		1.02238576265495	1.70058417419012	38245		32022	35737	18830	32022	35737		38245	36537				
104	0	wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02AlnRep2		0	0	1	0		HudsonAlpha	Myers	A549	CTCF	CTCF_(SC-5916)	ENSG00000102974	EtOH_0.02pct	PCR1x	2	2		14351600	6817426	110		0.230775362766308	40	0.1411772	1495	0.08088539	2.853115	2.486075		0.475029	0.412453	1.383168		1.02238576265495	1.70058417419012	38245		18830	35737	18830	32022	35737		38245	36537				
105	1	wgEncodeHaibTfbsA549Elf1V0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	ELF1	ELF1_(SC-631)	ENSG00000120690	EtOH_0.02pct	v042211.1	1	2		33451893	31034592	115		0.314277380852243	35	0.3163938	1500	0.30186	1.041136	0.8543798		0.927738	0.938282	16.638126		1.08950162194043	1.43164582906333	8627		4879	6782	4879	6985	6782		8627	7389				
106	1	wgEncodeHaibTfbsA549Elf1V0422111Etoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	ELF1	ELF1_(SC-631)	ENSG00000120690	EtOH_0.02pct	v042211.1	2	2		29277770	27583846	110		0.306994847958833	35	0.3060702	1500	0.2835782	1.082576	1.041111		0.942143	0.951932	22.120516		1.08950162194043	1.43164582906333	8627		6985	6782	4879	6985	6782		8627	7389				
107	1	wgEncodeHaibTfbsA549Ets1V0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	ETS1	ETS1	ENSG00000134954	EtOH_0.02pct	v042211.1	1	2		19153174	17183711	125		0.222021112538769	35	0.222041	1500	0.1998693	1.110831	0.9991045		0.897173	0.912188	12.569784		1.25379494007989	3.54830551340415	5564		7015	3755	1977	7015	3755		5564	4708				
108	0	wgEncodeHaibTfbsA549Ets1V0422111Etoh02AlnRep2		1	0	0	0		HudsonAlpha	Myers	A549	ETS1	ETS1	ENSG00000134954	EtOH_0.02pct	v042211.1	2	2		33560567	32371986	105		0.325047122022103	35	0.3282352	1495	0.3164958	1.027019	0.7284304		0.964584	0.973384	41.151822		1.25379494007989	3.54830551340415	5564		1977	3755	1977	7015	3755		5564	4708				
109	1	wgEncodeHaibTfbsA549Fosl2V0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	FOSL2	FOSL2	ENSG00000075426	EtOH_0.02pct	v042211.1	1	2		31691882	29194720	110		0.327367418908473	35	0.3180617	1490	0.2902944	1.127708	1.335134		0.921205	0.931511	15.052006		1.01462839166339	1.58409294012511	28797		16785	25430	16785	26589	25430		28797	25802				
110	1	wgEncodeHaibTfbsA549Fosl2V0422111Etoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	FOSL2	FOSL2	ENSG00000075426	EtOH_0.02pct	v042211.1	2	2		28610185	24415760	145		0.33253455484597	40	0.301401	1500	0.2530911	1.313893	1.644455		0.853394	0.867225	7.667771		1.01462839166339	1.58409294012511	28797		26589	25430	16785	26589	25430		28797	25802				
111	1	wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmAlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	FOXA1	FOXA1_(SC-101058)	ENSG00000129514	DEX_100nM	v041610.2	1	2		21842097	17521272	130		0.270285442357969	40	0.2343131	1500	0.1884656	1.434137	1.784609		0.802179	0.804666	4.992843		1.03674248449181	1.25006601531555	7698		3787	6287	3787	4734	6287		7698	6518				
112	1	wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmAlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	FOXA1	FOXA1_(SC-101058)	ENSG00000129514	DEX_100nM	v041610.2	2	2		16134731	14304278	120		0.274937507427105	40	0.2287481	1495	0.1567359	1.754145	1.641411		0.886552	0.900821	10.645622		1.03674248449181	1.25006601531555	7698		4734	6287	3787	4734	6287		7698	6518				
113	1	wgEncodeHaibTfbsA549GabpV0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	GABPB1	GABP	ENSG00000104064	EtOH_0.02pct	v042211.1	1	2		31714403	27190756	150		0.349645325625922	35	0.3290235	1500	0.2599865	1.34486	1.298706		0.857363	0.897972	10.994302		1.13487794786926	2.03369140625	12385		12495	9668	6144	12495	9668		12385	10972				
114	1	wgEncodeHaibTfbsA549GabpV0422111Etoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	GABPB1	GABP	ENSG00000104064	EtOH_0.02pct	v042211.1	2	2		31342520	28228891	140		0.32936806220653	35	0.3171789	1495	0.2793533	1.179038	1.322247		0.900658	0.926862	15.094554		1.13487794786926	2.03369140625	12385		6144	9668	6144	12495	9668		12385	10972				
115	1	wgEncodeHaibTfbsA549GrPcr1xDex500pmAlnRep1		1	0	0	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_500pM	PCR1x	1	2		19646503	18577831	110		0.218743816844868	35	0.2252155	1500	0.2084303	1.049482	0.6144401		0.945605	0.963832	30.06552		1.04243119266055	1.43917525773196	1015		698	872	485	698	872		1015	909				
116	1	wgEncodeHaibTfbsA549GrPcr1xDex500pmAlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_500pM	PCR1x	2	2		15095316	14055007	105		0.177181879020058	35	0.184148	1500	0.1676789	1.056673	0.5770194		0.931084	0.944793	18.965511		1.04243119266055	1.43917525773196	1015		485	872	485	698	872		1015	909				
117	1	wgEncodeHaibTfbsA549GrPcr1xDex50nmAlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_50nM	PCR1x	1	2		19291260	18084341	120		0.275458302727273	35	0.2574418	1465	0.1957807	1.406974	1.292186		0.937437	0.961829	32.426771		1.06326813638755	1.05708868759216	23331		15054	22234	14241	15054	22234		23331	20911				
118	1	wgEncodeHaibTfbsA549GrPcr1xDex50nmAlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_50nM	PCR1x	2	2		16754796	15673475	140		0.260964517426183	35	0.2361316	1500	0.1768358	1.475745	1.418797		0.935462	0.954979	26.047327		1.06326813638755	1.05708868759216	23331		14241	22234	14241	15054	22234		23331	20911				
119	1	wgEncodeHaibTfbsA549GrPcr1xDex5nmAlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_5nM	PCR1x	1	2		20120740	19280095	120		0.230000549599828	35	0.2334323	1465	0.2118109	1.085877	0.8412815		0.95822	0.979201	57.3456		1.04238724991523	1.79037656903766	10288		4780	8847	4780	8558	8847		10288	9222				
120	1	wgEncodeHaibTfbsA549GrPcr1xDex5nmAlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_5nM	PCR1x	2	2		20559786	19336849	125		0.247215632056005	35	0.2444449	1500	0.2105438	1.174177	1.081731		0.940518	0.96204	29.833163		1.04238724991523	1.79037656903766	10288		8558	8847	4780	8558	8847		10288	9222				
121	1	wgEncodeHaibTfbsA549GrPcr2xDex100nmAlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_100nM	PCR2x	1	2		16608102	14740787	125		0.227573180031073	35	0.2218104	1500	0.1586664	1.434287	1.091265		0.887566	0.910217	12.097094		1.17853338795576	1.0527710311327	16747		9058	12205	9058	9536	12205		16747	14384				
122	1	wgEncodeHaibTfbsA549GrPcr2xDex100nmAlnRep2		0	0	1	0		HudsonAlpha	Myers	A549	NR3C1	GR	ENSG00000113580	DEX_100nM	PCR2x	2	2		28467922	17389943	85		0.258191695400471	35	0.2606447	1500	0.1905852	1.354731	0.9649865		0.610861	0.441604	0.842575		1.17853338795576	1.0527710311327	16747		9536	12205	9058	9536	12205		16747	14384				
123	1	wgEncodeHaibTfbsA549NrsfV0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	REST	NRSF	ENSG00000084093	EtOH_0.02pct	v042211.1	1	2		31929712	30028936	100		0.332402787660355	35	0.3289556	1490	0.3011548	1.103761	1.123996		0.94047	0.958144	26.640391		1.11056651088567	1.89704079845911	11997		5711	8773	5711	10834	8773		11997	9743				
124	1	wgEncodeHaibTfbsA549NrsfV0422111Etoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	REST	NRSF	ENSG00000084093	EtOH_0.02pct	v042211.1	2	2		29072529	24655394	180		0.304923189248109	35	0.296848	1495	0.2604695	1.170667	1.221977		0.848065	0.867372	7.70015		1.11056651088567	1.89704079845911	11997		10834	8773	5711	10834	8773		11997	9743				
125	1	wgEncodeHaibTfbsA549P300V0422111Etoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	EP300	p300	ENSG00000100393	EtOH_0.02pct	v042211.1	1	2		28116407	25376744	190		0.307558688283428	35	0.297402	1500	0.2603118	1.181501	1.273838		0.90256	0.914163	12.395856		1.08179223035869	1.07323095917895	18248		13908	17432	12959	13908	17432		18248	16114				
126	1	wgEncodeHaibTfbsA549P300V0422111Etoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	EP300	p300	ENSG00000100393	EtOH_0.02pct	v042211.1	2	2		25957856	23811141	150		0.301625035369752	35	0.2925609	1500	0.2513124	1.2002	1.219743		0.9173	0.930193	15.327268		1.08179223035869	1.07323095917895	18248		12959	17432	12959	13908	17432		18248	16114				
127	1	wgEncodeHaibTfbsA549Pol2Pcr2xDex100nmAlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	POLR2A	Pol2	ENSG00000177084	DEX_100nM	PCR2x	1	2		19005470	15245029	95		0.607632673833066	40	0.5354035	1500	0.1420186	4.278542	1.183609		0.802139	0.860264	9.273354		1.05607551717212	1.10640577684603	27635		21465	26291	21465	23749	26291		27635	24895				
128	1	wgEncodeHaibTfbsA549Pol2Pcr2xDex100nmAlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	POLR2A	Pol2	ENSG00000177084	DEX_100nM	PCR2x	2	2		23115884	17486103	60		0.532627634351409	40	0.5155753	1500	0.1855195	2.871006	1.051665		0.756454	0.8586	10.42723		1.05607551717212	1.10640577684603	27635		23749	26291	21465	23749	26291		27635	24895				
129	1	wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02AlnRep1		0	0	0	0		HudsonAlpha	Myers	A549	POLR2A	Pol2	ENSG00000177084	EtOH_0.02pct	PCR2x	1	2		17136347	14559846	80		0.5595082657468	40	0.5148542	1500	0.1424425	3.927959	1.119905		0.849647	0.893538	12.010556		1.09898916676735	1.08736571917483	27721		21038	27289	21038	22876	27289		27721	24831				
130	1	wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02AlnRep2		0	0	0	0		HudsonAlpha	Myers	A549	POLR2A	Pol2	ENSG00000177084	EtOH_0.02pct	PCR2x	2	2		19201309	14111618	60		0.515713738436954	40	0.4975264	1500	0.163922	3.146092	1.054518		0.73493	0.820736	7.036107		1.09898916676735	1.08736571917483	27721		22876	27289	21038	22876	27289		27721	24831				
131	1	wgEncodeHaibTfbsA549Sin3ak20V0422111Etoh02AlnRep1		1	0	0	0		HudsonAlpha	Myers	A549	SIN3A	Sin3Ak-20	ENSG00000169375	EtOH_0.02pct	v042211.1	1	2		33510022	31954319	110		0.329444035363572	35	0.3326645	1485	0.3185939	1.034056	0.771122		0.953575	0.967869	33.096208		1.49504214179474	1.04947916666667	6031		4030	6031	3840	4030	6031		6010	4034				
132	1	wgEncodeHaibTfbsA549Sin3ak20V0422111Etoh02AlnRep2		1	0	0	0		HudsonAlpha	Myers	A549	SIN3A	Sin3Ak-20	ENSG00000169375	EtOH_0.02pct	v042211.1	2	2		34137052	31855331	100		0.326282405873682	35	0.3289061	1495	0.3170948	1.028974	0.7778621		0.93316	0.948579	20.032302		1.49504214179474	1.04947916666667	6031		3840	6031	3840	4030	6031		6010	4034				
