#Assay	Cell	Target	Treatment	Identifier	N_uniq map reads	MACS FDR 0.01	Self Cons IDR 0.02	Rep Cons IDR 0.01	SPOT	PBC	NSC	RSC	Under seq	Diff rep	Manual low S/N	Auto low S/N	Revoke flag
TF-ChIP-seq	HepG2	FOSL2	None	wgEncodeHaibTfbsHepg2Fosl2Pcr1xAlnRep1	33790698	57748	41166	12547	0.2109	0.91	1.41	1.55	0	0	0	0	
TF-ChIP-seq	HepG2	FOSL2	None	wgEncodeHaibTfbsHepg2Fosl2V0416101AlnRep2	15899952	47828	13660	12547	0.0734	0.94	1.26	1.67	0	1	0	0	
TF-ChIP-seq	HepG2	FOXA1	None	wgEncodeHaibTfbsHepg2Foxa1c20Pcr1xAlnRep1	23199625	47569	58737	38301	0.3469	0.83	2.86	2.08	0	0	0	0	
TF-ChIP-seq	HepG2	FOXA1	None	wgEncodeHaibTfbsHepg2Foxa1c20V0416101AlnRep2	16964438	94681	48354	38301	0.2460	0.8	2.46	2	0	0	0	0	
TF-ChIP-seq	HepG2	FOXA1	None	wgEncodeHaibTfbsHepg2Foxa1sc101058Pcr1xAlnRep1	20823874	44798	42629	28129	0.2187	0.86	2.07	2.05	0	0	0	0	
TF-ChIP-seq	HepG2	FOXA1	None	wgEncodeHaibTfbsHepg2Foxa1sc101058V0416101AlnRep2	10373286	97740	41064	28129	0.3134	0.93	3.29	2.25	0	0	0	0	
TF-ChIP-seq	HepG2	FOXA2	None	wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep1	14963010	97855	23358	16286	0.1390	0.41	1.18	1.82	0	1	0	0	
TF-ChIP-seq	HepG2	FOXA2	None	wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep2	30254621	99667	62056	16286	0.3002	0.93	2.14	1.55	0	0	0	0	
TF-ChIP-seq	HepG2	GABP	None	wgEncodeHaibTfbsHepg2GabpPcr2xAlnRep1	39514112	7039	21511	14806	0.5041	0.91	1.67	1.26	0	0	0	0	
TF-ChIP-seq	HepG2	GABP	None	wgEncodeHaibTfbsHepg2GabpPcr2xAlnRep2	29213805	6831	18815	14806	0.3613	0.92	1.62	1.21	0	0	0	0	
TF-ChIP-seq	HepG2	HDAC2	None	wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep1	27202115	83899	37558	15060	0.1802	0.75	1.18	1.49	0	0	0	0	
TF-ChIP-seq	HepG2	HDAC2	None	wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep2	21251726	300000	14964	15060	0.0549	0.63	1.14	2.23	0	1	0	0	
TF-ChIP-seq	HepG2	HEY1	None	wgEncodeHaibTfbsHepg2Hey1V0416101AlnRep1	17137022	19478	25151	15716	0.3948	0.89	2.04	1.47	0	0	0	0	
TF-ChIP-seq	HepG2	HEY1	None	wgEncodeHaibTfbsHepg2Hey1V0416101AlnRep2	31531705	18576	24378	15716	0.2510	0.82	1.37	1.33	0	0	0	0	
TF-ChIP-seq	HepG2	HNF4A	None	wgEncodeHaibTfbsHepg2Hnf4ah171Pcr1xAlnRep1	10389900	165518	40695	27397	0.2399	0.61	2.31	1.62	0	0	0	0	
TF-ChIP-seq	HepG2	HNF4A	None	wgEncodeHaibTfbsHepg2Hnf4ah171V0416101AlnRep2	9224732	176486	31406	27397	0.1933	0.69	1.97	1.65	0	0	0	0	
TF-ChIP-seq	HepG2	HNF4G	None	wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep1	26075154	55764	29640	13599	0.1154	0.94	1.21	1.37	0	0	0	0	
TF-ChIP-seq	HepG2	HNF4G	None	wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep2	22251273	27986	14014	13599	0.0430	0.75	1.08	1.48	0	0	0	0	
TF-ChIP-seq	HepG2	IRF3	None	wgEncodeSydhTfbsHepg2Irf3IggrabAlnRep1	14678863	10	342	429	0.0037	0.94	1.02	0.48	0	0	0	1	
TF-ChIP-seq	HepG2	IRF3	None	wgEncodeSydhTfbsHepg2Irf3IggrabAlnRep2	14601619	32	3123	429	0.0065	0.82	1.06	1.03	0	0	0	0	
TF-ChIP-seq	HepG2	JUND	None	wgEncodeHaibTfbsHepg2JundPcr1xAlnRep1	14836131	122034	21372	23831	0.1118	0.96	1.29	1.11	0	0	0	0	
TF-ChIP-seq	HepG2	JUND	None	wgEncodeHaibTfbsHepg2JundPcr1xAlnRep2	27809415	49641	25691	23831	0.1125	0.92	1.24	1.39	0	0	0	0	
TF-ChIP-seq	HepG2	JUND	None	wgEncodeSydhTfbsHepg2JundIggrabAlnRep1	16090226	18281	26725	25262	0.0877	0.97	1.32	2.24	0	0	0	0	
TF-ChIP-seq	HepG2	JUND	None	wgEncodeSydhTfbsHepg2JundIggrabAlnRep2	14615892	46673	30914	25262	0.1180	0.98	1.54	2.25	0	0	0	0	
TF-ChIP-seq	HepG2	MAFF	None	wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep1	20007923	21182	28087	26694	0.1034	0.97	1.41	3.04	0	0	0	0	
TF-ChIP-seq	HepG2	MAFF	None	wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep2	10280949	72492	41555	26694	0.1987	0.97	2.62	3.82	0	0	0	0	
TF-ChIP-seq	HepG2	MAFK	None	wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep1	26843330	34977	51292	52410	0.1714	0.95	1.72	3.68	0	0	0	0	
TF-ChIP-seq	HepG2	MAFK	None	wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep2	27234240	44375	57739	52410	0.1907	0.95	1.82	3.42	0	0	0	0	
TF-ChIP-seq	HepG2	MAFK	None	wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep1	21955740	19368	32335	33570	0.0868	0.97	1.27	2.89	0	0	0	0	
TF-ChIP-seq	HepG2	MAFK	None	wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep2	22328156	13272	25027	33570	0.0576	0.98	1.18	2.36	0	0	0	0	
TF-ChIP-seq	HepG2	NRF1	None	wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep1	15307097	171	2096	1826	0.0070	0.92	1.03	0.67	0	0	1	1	
TF-ChIP-seq	HepG2	NRF1	None	wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep2	15073952	134	1584	1826	0.0069	0.97	1.03	0.58	0	0	1	1	
TF-ChIP-seq	HepG2	NRSF	None	wgEncodeHaibTfbsHepg2NrsfPcr2xAlnRep1	16853626	2970	3469	3870	0.1057	0.92	1.31	1.04	0	0	0	0	
TF-ChIP-seq	HepG2	NRSF	None	wgEncodeHaibTfbsHepg2NrsfPcr2xAlnRep2	19701557	3566	6543	3870	0.1910	0.9	1.38	1.26	0	0	0	0	
TF-ChIP-seq	HepG2	P300	None	wgEncodeHaibTfbsHepg2P300Pcr1xAlnRep1	18109922	72462	32401	3056	0.1765	0.93	1.59	1.16	0	0	0	0	R
TF-ChIP-seq	HepG2	P300	None	wgEncodeHaibTfbsHepg2P300Pcr1xAlnRep2	19654861	29025	1429	3056	0.0116	0.98	1.04	0.63	0	1	1	1	R
TF-ChIP-seq	HepG2	P300	None	wgEncodeHaibTfbsHepg2P300V0416101AlnRep1	22063876	54621	28818	14159	0.1288	0.75	1.45	1.57	0	0	0	0	D
TF-ChIP-seq	HepG2	P300	None	wgEncodeHaibTfbsHepg2P300V0416101AlnRep2	23833987	51494	33299	14159	0.1793	0.94	1.49	1.43	0	0	0	0	D
TF-ChIP-seq	HepG2	POL2	None	wgEncodeHaibTfbsHepg2Pol2Pcr2xAlnRep1	16428119	12676	25562	20162	0.3949	0.68	2.33	1.2	0	0	0	0	
TF-ChIP-seq	HepG2	POL2	None	wgEncodeHaibTfbsHepg2Pol2Pcr2xAlnRep2	25343364	6993	26548	20162	0.3677	0.89	1.77	1.21	0	0	0	0	
TF-ChIP-seq	HepG2	POL2	None	wgEncodeOpenChromChipHepg2Pol2AlnRep1	6051848	25508	16217	9677	0.2975	0.93	1.76	1.84	1	0	0	0	
TF-ChIP-seq	HepG2	POL2	None	wgEncodeOpenChromChipHepg2Pol2AlnRep2	7235994	17974	13175	11405	0.3239	0.86	1.12	0.94	1	1	1	0	
TF-ChIP-seq	HepG2	POL2	None	wgEncodeOpenChromChipHepg2Pol2AlnRep3	7948503	24999	14824	11405	0.2863	0.85	1.13	0.85	1	1	1	0	
TF-ChIP-seq	HepG2	POL2	None	wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep1	12488748	24693	20860	20515	0.2791	0.97	1.52	1.45	0	0	0	0	
TF-ChIP-seq	HepG2	POL2	None	wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep2	15768608	24271	23732	20515	0.2711	0.96	1.44	1.44	0	0	0	0	
TF-ChIP-seq	HepG2	RAD21	None	wgEncodeHaibTfbsHepg2Rad21V0416101AlnRep1	23557065	82680	70378	46120	0.3927	0.76	3.89	2.37	0	0	0	0	
TF-ChIP-seq	HepG2	RAD21	None	wgEncodeHaibTfbsHepg2Rad21V0416101AlnRep2	25897481	62860	58714	46120	0.2945	0.78	2.67	2.46	0	0	0	0	
TF-ChIP-seq	HepG2	RAD21	None	wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep1	16268009	26283	34812	33256	0.1413	0.97	1.68	2.44	0	0	0	0	
TF-ChIP-seq	HepG2	RAD21	None	wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep2	15041838	36508	39940	33256	0.1837	0.97	2.04	2.63	0	0	0	0	
TF-ChIP-seq	HepG2	RFX5	None	wgEncodeSydhTfbsHepg2Rfx5n494IggrabAlnRep1	20982286	2294	7848	7869	0.0512	0.96	1.11	1.43	0	0	0	0	
TF-ChIP-seq	HepG2	RFX5	None	wgEncodeSydhTfbsHepg2Rfx5n494IggrabAlnRep2	18620280	2549	7212	7869	0.0547	0.97	1.10	1.34	0	0	0	0	
TF-ChIP-seq	HepG2	RXRA	None	wgEncodeHaibTfbsHepg2RxraPcr1xAlnRep1	15759625	19139	6734	6317	0.0375	0.83	1.10	0.82	0	1	1	0	
TF-ChIP-seq	HepG2	RXRA	None	wgEncodeHaibTfbsHepg2RxraPcr1xAlnRep2	19556801	115169	30173	6317	0.1376	0.92	1.35	0.67	0	0	0	0	
TF-ChIP-seq	HepG2	SIN3A	None	wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xAlnRep1	16212892	24189	11681	10330	0.0710	0.83	1.12	0.95	0	1	1	0	
TF-ChIP-seq	HepG2	SIN3A	None	wgEncodeHaibTfbsHepg2Sin3ak20Pcr1xAlnRep2	29118395	21366	19402	10330	0.1272	0.91	1.15	1	0	0	0	0	
TF-ChIP-seq	HepG2	SP1	None	wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep1	24111181	63111	35751	1	0.1824	0.95	1.51	0.92	0	0	0	0	
TF-ChIP-seq	HepG2	SP1	None	wgEncodeHaibTfbsHepg2Sp1Pcr1xAlnRep2	15791590	158	4849	1	0.0155	0.88	1.07	0.62	0	1	1	1	
TF-ChIP-seq	HepG2	SRF	None	wgEncodeHaibTfbsHepg2SrfV0416101AlnRep1	21749180	206974	3562	2946	0.0177	0.71	1.16	2.74	0	0	0	0	
TF-ChIP-seq	HepG2	SRF	None	wgEncodeHaibTfbsHepg2SrfV0416101AlnRep2	25239305	224121	7404	2946	0.0381	0.79	1.16	1.98	0	0	0	0	
TF-ChIP-seq	HepG2	TAF1	None	wgEncodeHaibTfbsHepg2Taf1Pcr2xAlnRep1	22191945	7660	10209	10323	0.1383	0.87	1.52	1.16	0	0	0	0	
TF-ChIP-seq	HepG2	TAF1	None	wgEncodeHaibTfbsHepg2Taf1Pcr2xAlnRep2	19436060	10732	12778	10323	0.1875	0.82	1.70	1.22	0	0	0	0	
TF-ChIP-seq	HepG2	TBP	None	wgEncodeSydhTfbsHepg2TbpIggrabAlnRep1	14584565	8805	13390	13698	0.0919	0.97	1.22	1.42	0	0	0	0	
TF-ChIP-seq	HepG2	TBP	None	wgEncodeSydhTfbsHepg2TbpIggrabAlnRep2	14759563	12364	17041	13698	0.1378	0.97	1.27	1.43	0	0	0	0	
TF-ChIP-seq	HepG2	TCF12	None	wgEncodeHaibTfbsHepg2Tcf12Pcr1xAlnRep1	12297249	256736	5886	1	0.0367	0.78	1.18	1.42	0	0	0	0	
TF-ChIP-seq	HepG2	TCF12	None	wgEncodeHaibTfbsHepg2Tcf12Pcr1xAlnRep2	25263267	0	904	1	0.0041	0.96	1.07	1.49	0	1	1	0	
TF-ChIP-seq	HepG2	USF1	None	wgEncodeHaibTfbsHepg2Usf1Pcr1xAlnRep1	21141255	24007	17426	15779	0.0889	0.83	1.47	1.59	0	0	0	0	
TF-ChIP-seq	HepG2	USF1	None	wgEncodeHaibTfbsHepg2Usf1Pcr1xAlnRep2	30762838	42437	30045	15779	0.1777	0.91	1.47	1.58	0	0	0	0	
TF-ChIP-seq	HepG2	USF2	None	wgEncodeSydhTfbsHepg2Usf2IggrabAlnRep1	14968251	2442	6791	5509	0.0278	0.98	1.12	1.68	0	0	0	0	
TF-ChIP-seq	HepG2	USF2	None	wgEncodeSydhTfbsHepg2Usf2IggrabAlnRep2	19221030	1879	5765	5509	0.0258	0.99	1.09	1.5	0	0	0	0	
TF-ChIP-seq	HepG2	ZBTB33	None	wgEncodeHaibTfbsHepg2Zbtb33Pcr1xAlnRep1	16703925	1170	2231	1149	0.0262	0.97	1.10	0.74	0	0	1	0	
TF-ChIP-seq	HepG2	ZBTB33	None	wgEncodeHaibTfbsHepg2Zbtb33Pcr1xAlnRep2	20718037	15400	22467	1149	0.0663	0.95	1.08	0.27	0	0	1	1	
TF-ChIP-seq	HepG2	ZBTB33	None	wgEncodeHaibTfbsHepg2Zbtb33V0416101AlnRep1	17003208	295351	4614	1656	0.0187	0.54	1.16	1.8	0	0	0	0	
TF-ChIP-seq	HepG2	ZBTB33	None	wgEncodeHaibTfbsHepg2Zbtb33V0416101AlnRep2	20544564	11155	1997	1656	0.0193	0.9	1.10	1.42	0	0	0	0	
TF-ChIP-seq	HepG2	POL2	pravastatin	wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep1	1486198	123454	1718	6842	0.0460	0.98	1.72	0.88	1	0	1	0	
TF-ChIP-seq	HepG2	POL2	pravastatin	wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep2	3382324	50997	8873	6842	0.0988	0.96	1.68	0.99	1	0	1	0	
TF-ChIP-seq	HepG2	POL2	pravastatin	wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep3	4123066	47785	4477	5248	0.0453	0.87	1.31	0.74	1	0	1	0	
TF-ChIP-seq	HepG2	SREBP1	pravastatin	wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep1	2164133	196924	518	442	0.0076	0.97	1.08	0.31	1	0	1	1	
TF-ChIP-seq	HepG2	SREBP1	pravastatin	wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep2	3380143	26505	1400	277	0.0071	0.96	1.06	0.22	1	0	1	1	
TF-ChIP-seq	HepG2	SREBP1	pravastatin	wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep3	4535807	9867	1934	442	0.0059	0.97	1.04	0.24	1	0	1	1	
TF-ChIP-seq	HepG2	SREBP2	pravastatin	wgEncodeSydhTfbsHepg2Srebp2PravastStdAlnRep1	1816881	176614	303	537	0.0055	0.98	1.09	0.3	1	0	1	0	
TF-ChIP-seq	HepG2	SREBP2	pravastatin	wgEncodeSydhTfbsHepg2Srebp2PravastStdAlnRep2	3026567	29500	588	271	0.0052	0.97	1.05	0.2	1	0	1	1	
TF-ChIP-seq	HepG2	SREBP2	pravastatin	wgEncodeSydhTfbsHepg2Srebp2PravastStdAlnRep3	4147784	12800	352	537	0.0039	0.98	1.04	0.22	1	0	1	1	
TF-ChIP-seq	HepG2b	TCF4	None	wgEncodeSydhTfbsHepg2Tcf4UcdAlnRep1	21897985	257	3192	3377	0.0151	0.85	1.04	1.25	0	1	1	0	
TF-ChIP-seq	HepG2b	TCF4	None	wgEncodeSydhTfbsHepg2Tcf4UcdAlnRep2	22374001	18735	23364	3377	0.2838	0.93	1.43	1.76	0	0	0	0	
TF-ChIP-seq	HepG2b	TR4	None	wgEncodeSydhTfbsHepg2bTr4UcdAlnRep1	8315766	48941	2837	2223	0.0294	0.97	1.36	1.4	0	0	0	0	
TF-ChIP-seq	HepG2b	TR4	None	wgEncodeSydhTfbsHepg2bTr4UcdAlnRep2	10766632	2842	2067	2223	0.0164	0.97	1.11	1.04	0	0	0	0	
TF-ChIP-seq	HepG2b	ZNF274	None	wgEncodeSydhTfbsHepg2bZnf274UcdAlnRep1	6765890	278	634	151	0.0084	0.97	1.05	0.53	1	0	1	1	
TF-ChIP-seq	HepG2b	ZNF274	None	wgEncodeSydhTfbsHepg2bZnf274UcdAlnRep2	17850324	0	129	151	0.0009	0.99	1.01	0.46	0	0	1	1	
TF-ChIP-seq	HL-60	CTCF	None	wgEncodeUwTfbsHl60CtcfStdAlnRep1	6155255	51797	29204	29023	0.1612	0.98	1.92	2.15	1	0	0	0	
TF-ChIP-seq	HMEC	CTCF	None	wgEncodeBroadHistoneHmecCtcfStdAlnRep1	6527343	76958	45431	33749	0.3366	0.87	3.96	2.55	1	0	0	0	
TF-ChIP-seq	HMEC	CTCF	None	wgEncodeBroadHistoneHmecCtcfStdAlnRep2	13329048	32128	33477	33749	0.1072	0.83	1.28	1.64	0	0	0	0	
TF-ChIP-seq	HMEC	CTCF	None	wgEncodeUwTfbsHmecCtcfStdAlnRep1	17622455	56831	46932	46704	0.4668	0.87	6.56	1.64	0	0	0	0	
TF-ChIP-seq	HMF	CTCF	None	wgEncodeUwTfbsHmfCtcfStdAlnRep1	9764834	49669	40205	45469	0.3586	0.93	4.49	1.93	0	0	0	0	
TF-ChIP-seq	HMF	CTCF	None	wgEncodeUwTfbsHmfCtcfStdAlnRep2	21481465	41907	45249	45469	0.3407	0.9	3.87	1.76	0	0	0	0	
TF-ChIP-seq	HPAF	CTCF	None	wgEncodeUwTfbsHpafCtcfStdAlnRep1	27021265	51655	43242	39708	0.3739	0.84	3.74	1.93	0	0	0	0	
TF-ChIP-seq	HPAF	CTCF	None	wgEncodeUwTfbsHpafCtcfStdAlnRep2	27813170	48347	42950	39708	0.2975	0.9	3.01	1.78	0	0	0	0	
TF-ChIP-seq	HPF	CTCF	None	wgEncodeUwTfbsHpfCtcfStdAlnRep1	21074336	48396	43142	39014	0.2643	0.92	2.82	1.81	0	0	0	0	
TF-ChIP-seq	HPF	CTCF	None	wgEncodeUwTfbsHpfCtcfStdAlnRep2	24317687	40767	37208	39014	0.1916	0.94	2.07	1.79	0	0	0	0	
TF-ChIP-seq	HRE	CTCF	None	wgEncodeUwTfbsHreCtcfStdAlnRep1	9120164	92787	47280	41292	0.4514	0.64	5.38	2.73	0	0	0	0	
TF-ChIP-seq	HRE	CTCF	None	wgEncodeUwTfbsHreCtcfStdAlnRep2	16248529	141267	53787	41292	0.3921	0.34	4.30	2.59	0	0	0	0	
TF-ChIP-seq	HRPEpiC	CTCF	None	wgEncodeUwTfbsHrpeCtcfStdAlnRep1	25683072	48858	44998		0.2742	0.91	2.89	1.85	0	0	0	0	
TF-ChIP-seq	HSMM	CTCF	None	wgEncodeBroadHistoneHsmmCtcfStdAlnRep1	12293644	61611	61241	41800	0.5054	0.82	8.21	2.95	0	0	0	0	
TF-ChIP-seq	HSMM	CTCF	None	wgEncodeBroadHistoneHsmmCtcfStdAlnRep2	12917605	40322	40615	41800	0.2482	0.77	2.23	3.41	0	0	0	0	
TF-ChIP-seq	HSMMtube	CTCF	None	wgEncodeBroadHistoneHsmmtCtcfStdAlnRep1	13177270	55878	61158	46417	0.3222	0.54	2.41	3.53	0	0	0	0	
TF-ChIP-seq	HSMMtube	CTCF	None	wgEncodeBroadHistoneHsmmtCtcfStdAlnRep2	17831101	32823	48257	46417	0.2401	0.87	2.04	2.24	0	0	0	0	
TF-ChIP-seq	HTB-11	NRSF	None	wgEncodeHaibTfbsHtb11NrsfPcr2xAlnRep1	14832693	1246	1839	1730	0.0204	0.97	1.16	1.06	0	1	0	0	
TF-ChIP-seq	HTB-11	NRSF	None	wgEncodeHaibTfbsHtb11NrsfPcr2xAlnRep2	20802995	5812	13493	1730	0.1174	0.94	1.38	1.24	0	0	0	0	
TF-ChIP-seq	HUVEC	CFOS	None	wgEncodeSydhTfbsHuvecCfosUcdAlnRep1	10751393	37514	18188	8025	0.1075	0.73	1.37	1.74	0	1	0	0	
TF-ChIP-seq	HUVEC	CFOS	None	wgEncodeSydhTfbsHuvecCfosUcdAlnRep2	33433063	17349	37350	8025	0.1691	0.76	1.34	2.58	0	0	0	0	
TF-ChIP-seq	HUVEC	CJUN	None	wgEncodeSydhTfbsHuvecCjunStdAlnRep1	10672355	146647	14688	11018	0.0587	0.97	1.30	1.34	0	1	0	0	
TF-ChIP-seq	HUVEC	CJUN	None	wgEncodeSydhTfbsHuvecCjunStdAlnRep2	18304158	23196	26074	11018	0.1271	0.97	1.46	2.09	0	0	0	0	
TF-ChIP-seq	HUVEC	CMYC	None	wgEncodeOpenChromChipHuvecCmycAlnRep1	12756335	32842	22138	22972	0.0923	0.86	1.33	1.11	0	0	0	0	
TF-ChIP-seq	HUVEC	CTCF	None	wgEncodeBroadHistoneHuvecCtcfStdAlnRep1	9545462	32468	42250	32966	0.3098	0.74	3.19	3.99	0	0	0	0	
TF-ChIP-seq	HUVEC	CTCF	None	wgEncodeBroadHistoneHuvecCtcfStdAlnRep2	7037544	33295	35166	32966	0.3939	0.64	3.90	4.55	1	0	0	0	
TF-ChIP-seq	HUVEC	CTCF	None	wgEncodeBroadHistoneHuvecCtcfStdAlnRep3	1552259	40421	11438	15075	0.2358	0.82	4.65	4.13	1	1	0	0	
TF-ChIP-seq	HUVEC	CTCF	None	wgEncodeOpenChromChipHuvecCtcfAlnRep1	9211938	46553	45999	42202	0.3782	0.9	6.78	2.92	0	0	0	0	
TF-ChIP-seq	HUVEC	CTCF	None	wgEncodeOpenChromChipHuvecCtcfAlnRep2	10282060	42095	44578	42202	0.3207	0.91	5.12	3.6	0	0	0	0	
TF-ChIP-seq	HUVEC	CTCF	None	wgEncodeUwTfbsHuvecCtcfStdAlnRep1	12082872	62714	43142	39373	0.5471	0.52	10.27	2.04	0	0	0	0	
TF-ChIP-seq	HUVEC	CTCF	None	wgEncodeUwTfbsHuvecCtcfStdAlnRep2	7328302	89583	40515	39373	0.4783	0.6	7.50	2.58	1	0	0	0	
TF-ChIP-seq	HUVEC	GATA2	None	wgEncodeSydhTfbsHuvecGata2UcdAlnRep1	18487249	7667	13854	10923	0.0837	0.82	1.34	2.56	0	1	0	0	
TF-ChIP-seq	HUVEC	GATA2	None	wgEncodeSydhTfbsHuvecGata2UcdAlnRep2	16340048	27160	26950	10923	0.2100	0.62	1.97	3.29	0	0	0	0	
TF-ChIP-seq	HUVEC	MAX	None	wgEncodeSydhTfbsHuvecMaxStdAlnRep1	10444496	219688	11053	11360	0.0579	0.98	1.25	1.16	0	0	0	0	
TF-ChIP-seq	HUVEC	MAX	None	wgEncodeSydhTfbsHuvecMaxStdAlnRep2	7664455	168780	8240	11360	0.0586	0.98	1.29	1.1	1	0	0	0	
TF-ChIP-seq	HUVEC	POL2	None	wgEncodeOpenChromChipHuvecPol2AlnRep1	11391132	104946	39975	15214	0.3625	0.31	3.13	1.53	0	0	0	0	
TF-ChIP-seq	HUVEC	POL2	None	wgEncodeOpenChromChipHuvecPol2AlnRep2	13537830	20263	21827	15214	0.1941	0.65	1.74	1.74	0	1	0	0	
TF-ChIP-seq	HUVEC	POL2	None	wgEncodeSydhTfbsHuvecPol2StdAlnRep1	8984420	40253	8699	10300	0.0979	0.92	1.37	0.99	0	0	1	0	
TF-ChIP-seq	HUVEC	POL2	None	wgEncodeSydhTfbsHuvecPol2StdAlnRep2	9382623	43215	5994	8969	0.0746	0.98	1.21	0.9	0	0	1	0	
TF-ChIP-seq	HUVEC	POL2	None	wgEncodeSydhTfbsHuvecPol2StdAlnRep3	8134248	78705	10432	10300	0.1330	0.97	1.39	1.06	0	0	0	0	
TF-ChIP-seq	HUVEC	POL2B	None	wgEncodeBroadHistoneHuvecPol2bStdAlnRep1	13036772	233	9895	1197	0.0879	0.55	1.13	1.07	0	0	0	0	
TF-ChIP-seq	HUVEC	POL2B	None	wgEncodeBroadHistoneHuvecPol2bStdAlnRep2	7002356	2	1088	1197	0.0121	0.88	1.08	0.53	1	1	1	1	
TF-ChIP-seq	HUVEC	POL2B	None	wgEncodeBroadHistoneHuvecPol2bStdAlnRep3	1718261	40734	1017	551	0.0189	0.89	1.14	0.27	1	1	1	0	
TF-ChIP-seq	K562	CMYC	IFNa30	wgEncodeSydhTfbsK562CmycIfna30StdAlnRep1	7770914	5350	5645	4069	0.0479	0.99	1.14	0.95	1	0	0	0	
TF-ChIP-seq	K562	CMYC	IFNa30	wgEncodeSydhTfbsK562CmycIfna30StdAlnRep2	9319453	185	2874	4069	0.0190	0.99	1.08	0.71	0	1	1	1	
TF-ChIP-seq	K562	IRF1	IFNa30	wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep1	12364945	0	1092	621	0.0039	0.97	1.04	0.72	0	0	1	1	
TF-ChIP-seq	K562	IRF1	IFNa30	wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep2	9185503	0	1038	621	0.0037	0.95	1.07	0.76	0	0	1	1	
TF-ChIP-seq	K562	POL2	IFNa30	wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep1	8135463	17799	12915	11745	0.2621	0.97	1.55	1.32	0	0	0	0	
TF-ChIP-seq	K562	POL2	IFNa30	wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep2	8831035	14292	12362	11745	0.1596	0.98	1.48	1.11	0	0	0	0	
TF-ChIP-seq	K562	STAT1	IFNa30	wgEncodeSydhTfbsK562Stat1Ifna30StdAlnRep1	10012244	6	623	519	0.0048	0.98	1.03	0.34	0	0	1	1	
TF-ChIP-seq	K562	STAT1	IFNa30	wgEncodeSydhTfbsK562Stat1Ifna30StdAlnRep2	9114875	108	1138	519	0.0070	0.97	1.08	0.7	0	0	1	1	
TF-ChIP-seq	K562	STAT2	IFNa30	wgEncodeSydhTfbsK562Stat2Ifna30StdAlnRep1	6236094	88	1475	1041	0.0128	0.97	1.15	0.82	1	1	1	0	
TF-ChIP-seq	K562	STAT2	IFNa30	wgEncodeSydhTfbsK562Stat2Ifna30StdAlnRep2	9932484	26	1209	1041	0.0078	0.98	1.06	0.67	0	0	1	1	
TF-ChIP-seq	K562	CJUN	IFNa6h	wgEncodeSydhTfbsK562CjunIfna6hStdAlnRep1	9668978	9	2743	3380	0.0106	0.96	1.06	0.58	0	0	1	1	
TF-ChIP-seq	K562	CJUN	IFNa6h	wgEncodeSydhTfbsK562CjunIfna6hStdAlnRep2	10125453	945	3635	3380	0.0154	0.96	1.08	0.69	0	0	1	1	
TF-ChIP-seq	K562	CMYC	IFNa6h	wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep1	7435696	30904	9291	6604	0.0823	0.98	1.20	1.14	1	0	0	0	
TF-ChIP-seq	K562	CMYC	IFNa6h	wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep2	10184972	2624	5107	6604	0.0311	0.99	1.10	0.79	0	0	0	0	
TF-ChIP-seq	K562	POL2	IFNa6h	wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep1	7891631	18085	14260	11876	0.2457	0.98	1.52	1.34	1	0	0	0	
TF-ChIP-seq	K562	POL2	IFNa6h	wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep2	10033044	16383	13121	11876	0.1649	0.98	1.37	1.11	0	0	0	0	
