GCF_946900835.1_NSPWAT	347 Nitrospina watsonii 2023
GCF_024055715.1_ASM2405571v1	Actinoallomurus soli (WRP6H-15 2022)
GCF_024055725.1_ASM2405572v1	Actinoallomurus spadix (KCTC 9252 2022)
GCF_039542055.1_ASM3954205v1	Actinoallomurus vinaceus (JCM 17939 2024)
GCF_000718005.1_ASM71800v1	Actinoalloteichus caeruleus (NRRL B-2194 2014)
GCF_001941625.1_ASM194162v1	Actinoalloteichus fjordicus (ADI127-7 2017)
GCF_002234535.1_ASM223453v1	Actinoalloteichus hoggarensis (DSM 45943 2017)
GCF_001747425.1_ASM174742v1	Actinoalloteichus hymeniacidonis (HPA177 2016)
GCF_000239155.1_ASM23915v2	Actinoalloteichus spitiensis (RMV-1378 2012)
GCF_029774155.1_ASM2977415v1	Actinobacillus arthritidis (CCUG24862 2023)
GCF_000374285.1_ASM37428v1	Actinobacillus capsulatus (DSM 19761 2013)
GCF_900638385.1_57566_E02	Actinobacillus delphinicola (NCTC12871 2018)
GCF_900636745.1_44087_C02	Actinobacillus equuli (NCTC8529 2018)
GCF_004519515.1_ASM451951v1	Actinobacillus indolicus (AIFJ1607 2019)
GCF_900444945.1_50450_B01	Actinobacillus lignieresii (NCTC4189 2018)
GCF_000175195.1_ASM17519v1	Actinobacillus minor (NM305 2009)
GCF_003290385.1_ASM329038v1	Actinobacillus pleuropneumoniae (S4074 2018)
GCA_000015885.1_ASM1588v1	Actinobacillus pleuropneumoniae serovar 5b (L20 2007)
GCF_901764995.1_5970_8_10_v2	Actinobacillus porcinus (NM319 2019)
GCF_003101015.1_ASM310101v1	Actinobacillus porcitonsillarum (9953L55 2018)
GCF_900460625.1_49642_E01	Actinobacillus seminis (NCTC10851 2018)
GCF_000017245.1_ASM1724v1	Actinobacillus succinogenes (130Z 2007)
GCF_000739435.1_ASM73943v1	Actinobacillus suis (ATCC 33415 2014)
GCF_900445015.1_55147_H01	Actinobacillus ureae (NCTC10220 2018)
GCF_901687125.1_Actino_spades	Actinobacillus vicugnae (W16181 2019)
GCF_000315465.1_Acti_mass_ACS-171-V-COL2_V1	Actinobaculum massiliense (ACS-171-V-Col2 2012)
GCF_900618115.1_NCTC10327	Actinobaculum suis (2018)
GCF_017312725.1_ASM1731272v1	Actinocatenispora comari (NUM-2625 2021)
GCF_016861975.1_ASM1686197v1	Actinocatenispora rupis (NBRC 107355 2021)
GCF_018324685.1_ASM1832468v1	Actinocatenispora sera (NBRC 101916 2021)
GCF_016865425.1_ASM1686542v1	Actinocatenispora thailandica (NBRC 105041 2021)
GCF_039533685.1_ASM3953368v1	Actinocorallia aurantiaca (JCM 8201 2024)
GCF_039540695.1_ASM3954069v1	Actinocorallia cavernae (JCM 13278 2024)
GCF_039534105.1_ASM3953410v1	Actinocorallia glomerata (JCM 9376 2024)
GCF_003751225.1_ASM375122v1	Actinocorallia herbida (DSM 44254 2018)
GCF_039525175.1_ASM3952517v1	Actinocorallia libanotica (JCM 10696 2024)
GCF_039534125.1_ASM3953412v1	Actinocorallia longicatena (JCM 9377 2024)
GCF_002995495.1_ASM299549v1	Actinocorallia populi (A251 2018)
GCF_018283645.1_ASM1828364v1	Actinocrinis puniceicyclus (DSM 45618 2021)
GCF_004345645.1_ASM434564v1	Actinocrispum wychmicini (DSM 45934 2019)
GCF_004362515.1_ASM436251v1	Actinokineospora alba (DSM 45114 2019)
GCF_041897805.1_ASM4189780v1	Actinokineospora auranticolor (DSM 44650 2024)
GCF_016907695.1_ASM1690769v1	Actinokineospora baliensis (DSM 45656 2021)
GCF_001940455.1_ASM194045v1	Actinokineospora bangkokensis (44EHW 2017)
GCF_003663795.1_ASM366379v1	Actinokineospora cianjurensis (DSM 45657 2018)
GCF_024171925.1_ASM2417192v1	Actinokineospora diospyrosa (DSM 44255 2022)
GCF_000374445.1_ASM37444v1	Actinokineospora enzanensis (DSM 44649 2013)
GCF_014648415.1_ASM1464841v1	Actinokineospora fastidiosa (JCM 3276 2020)
GCF_024171945.1_ASM2417194v1	Actinokineospora globicatena (DSM 44256 2022)
GCF_042657845.1_ASM4265784v1	Actinokineospora guangxiensis (CGMCC 4.7154 2024)
GCF_000482865.1_ASM48286v1	Actinokineospora inagensis (DSM 44258 2013)
GCF_900101685.1_IMG-taxon_2651870117_annotated_assembly	Actinokineospora iranica (IBRC-M 10403 2016)
GCF_009745975.1_ASM974597v1	Actinokineospora pegani (TRM 65233 2019)
GCF_003182415.1_ASM318241v1	Actinokineospora spheciospongiae (CECT 8578 2018)
GCF_900111175.1_IMG-taxon_2616644847_annotated_assembly	Actinokineospora terrae (DSM 44260 2016)
GCF_014323725.1_ASM1432372v1	Actinokineospora xionganensis (HBU206404 2020)
GCF_039530285.1_ASM3953028v1	Actinomadura alba (JCM 14906 2024)
GCF_014873935.1_ASM1487393v1	Actinomadura algeriensis (DSM 46744 2020)
GCF_000381885.1_ASM38188v1	Actinomadura atramentaria DSM 43919 (SF2197 2013)
GCF_039529495.1_ASM3952949v1	Actinomadura bangladeshensis (JCM 13933 2024)
GCF_017573505.1_ASM1757350v1	Actinomadura barringtoniae (GKU 128 2021)
GCF_008085895.1_ASM808589v1	Actinomadura chibensis (JCM 14158 2019)
GCF_039529475.1_ASM3952947v1	Actinomadura chokoriensis (JCM 13932 2024)
GCF_013409045.1_ASM1340904v1	Actinomadura citrea (DSM 43461 2020)
GCF_014208105.1_ASM1420810v1	Actinomadura coerulea (DSM 43675 2020)
GCF_003289645.1_ASM328964v1	Actinomadura craniellae (LHW63021 2018)
GCF_004349235.1_ASM434923v1	Actinomadura darangshiensis (DSM 45941 2019)
GCF_008121305.1_ASM812130v1	Actinomadura decatromicini (CYP1-5 2019)
GCF_042675405.1_ASM4267540v1	Actinomadura fibrosa (JCM 9371 2024)
GCF_000374305.1_ASM37430v1	Actinomadura flavalba (DSM 45200 2013)
GCF_900659625.1_LMG29178_FinalContigs.fasta.gz	Actinomadura formosensis (LMG 29178 2019)
GCF_039533225.1_ASM3953322v1	Actinomadura fulvescens (JCM 6833 2024)
GCF_042652125.1_ASM4265212v1	Actinomadura gamaensis (CGMCC 4.7301 2024)
GCF_043197915.1_ASM4319791v1	Actinomadura geliboluensis (NPDC048931 2024)
GCF_019175365.1_ASM1917536v1	Actinomadura graeca (32-07 2021)
GCF_006716765.1_ASM671676v1	Actinomadura hallensis (DSM 45043 2019)
GCF_003696215.1_ASM369621v1	Actinomadura harenae (NEAU-Ht49 2018)
GCF_001552635.1_ASM155263v1	Actinomadura hibisca (NBRC 15177 2016)
GCF_039539665.1_ASM3953966v1	Actinomadura keratinilytica (JCM 17316 2024)
GCF_001552175.1_ASM155217v1	Actinomadura kijaniata (NBRC 14229 2016)
GCF_001552195.1_ASM155219v1	Actinomadura latina (NBRC 106108 2016)
GCF_009733595.1_ASM973359v1	Actinomadura litoris (NEAU-AAG5 2019)
GCF_014205085.1_ASM1420508v1	Actinomadura livida (DSM 44772 2020)
GCF_003428695.1_ASM342869v1	Actinomadura logoneensis (NEAU-G17 2018)
GCF_037081795.1_ASM3708179v1	Actinomadura luteofluorescens (YN2 2024)
GCF_022664455.2_ASM2266445v2	Actinomadura luzonensis (ATCC 31491 2022)
GCF_001552215.1_ASM155221v1	Actinomadura macra (NBRC 14102 2016)
GCF_009604375.1_ASM960437v1	Actinomadura macrotermitis (RB68 2019)
GCF_047130825.1_ASM4713082v1	Actinomadura madurae (ATCC 19425 2025)
GCF_039537545.1_ASM3953754v1	Actinomadura meridiana (JCM 17440 2024)
GCF_900188105.1_IMG-taxon_2724679706_annotated_assembly	Actinomadura mexicana (DSM 44485 2017)
GCF_900188445.1_IMG-taxon_2700988714_annotated_assembly	Actinomadura meyerae (DSM 44715 2017)
GCF_039536785.1_ASM3953678v1	Actinomadura miaoliensis (JCM 16702 2024)
GCF_008923365.1_ASM892336v1	Actinomadura montaniterrae (CYP1-1B 2019)
GCF_041463655.1_ASM4146365v1	Actinomadura monticuli (DLS-62 2024)
GCF_014138665.1_ASM1413866v1	Actinomadura namibiensis (DSM 44197 2020)
GCF_039529375.1_ASM3952937v1	Actinomadura napierensis (JCM 13850 2024)
GCF_017573545.1_ASM1757354v1	Actinomadura nitritigenes (L46 2021)
GCF_000518265.1_ASM51826v1	Actinomadura oligospora (ATCC 43269 2014)
GCF_019458805.1_ASM1945880v1	Actinomadura parmotrematis (PM05-2 2021)
GCF_002057455.1_ASM205745v1	Actinomadura parvosata subsp. kistnae (ATCC 55076 2017)
GCF_003634705.1_ASM363470v1	Actinomadura pelletieri (DSM 43383 2018)
GCF_008923205.2_ASM892320v2	Actinomadura physcomitrii (LD22 2019)
GCF_009831215.1_ASM983121v1	Actinomadura rayongensis (DSM 102126 2020)
GCF_000425065.1_ASM42506v1	Actinomadura rifamycini (DSM 43936 2013)
GCF_900659635.1_LMG30035_FinalContigs.fasta.gz	Actinomadura roseirufa (LMG 30035 2019)
GCF_004349215.1_ASM434921v1	Actinomadura rubrisoli (H3C3 2019)
GCF_001552235.1_ASM155223v1	Actinomadura rubrobrunea (NBRC 15275 2016)
GCF_002911665.1_ASM291166v1	Actinomadura rubteroloni (RB29 2018)
GCF_008923185.1_ASM892318v1	Actinomadura rudentiformis (HMC1 2019)
GCF_042656285.1_ASM4265628v1	Actinomadura rugatobispora (JCM 3366 2024)
GCF_024172125.1_ASM2417212v1	Actinomadura rupiterrae (DSM 45251 2022)
GCF_050971785.1_ASM5097178v1	Actinomadura scrupuli (KCTC 19488 2025)
GCF_042675525.1_ASM4267552v1	Actinomadura sediminis (JCM 31202 2024)
GCF_005889715.1_ASM588971v1	Actinomadura soli (14C53 2019)
GCF_003432485.1_ASM343248v1	Actinomadura spongiicola (LHW52907 2018)
GCF_008085905.1_ASM808590v1	Actinomadura syzygii (GKU157 2019)
GCF_022751215.1_ASM2275121v1	Actinomadura terrae (OS3-83 2022)
GCF_039540335.1_ASM3954033v1	Actinomadura verrucosospora (JCM 3147 2024)
GCF_039532545.1_ASM3953254v1	Actinomadura vinacea (JCM 3325 2024)
GCF_017573465.1_ASM1757346v1	Actinomadura violacea (LCR2-06 2021)
GCF_015751755.1_ASM1575175v1	Actinomadura viridis (DSM 43175 2020)
GCF_030283145.1_ASM3028314v1	Actinomadura xylanilytica (KACC 20219 2023)
GCF_042662425.1_ASM4266242v1	Actinomadura yumaensis (JCM 3369 2024)
GCF_009650215.1_ASM965021v1	Actinomarinicola tropica (SCSIO 58843 2019)
GCF_031296635.1_ASM3129663v1	Actinomyces acetigenes (VPI D163E-3 2023)
GCF_963540955.1_ERR10228871_bin.46_MetaWRAP_v1.3_MAG	Actinomyces bouchesdurhonensis (2023)
GCF_900444995.1_50256_F01	Actinomyces bovis (NCTC11535 2018)
GCF_017592395.1_ASM1759239v1	Actinomyces bowdenii (DSM 15435 2021)
GCF_019974135.1_ASM1997413v1	Actinomyces capricornis (MAS-1 2021)
GCF_900499005.1_PRJEB27979	Actinomyces culturomici (Marseille-P3561 2018)
GCF_000429225.1_ASM42922v1	Actinomyces dentalis (DSM 19115 2013)
GCF_900445045.1_49888_F01	Actinomyces denticolens (NCTC11490 2018)
GCF_013184985.2_ASM1318498v2	Actinomyces faecalis (ZJ34 2020)
GCF_002076915.1_ASM207691v1	Actinomyces gaoshouyii (pika_114 2017)
GCF_000429265.1_ASM42926v1	Actinomyces gerencseriae (DSM 6844 2013)
GCF_000239695.1_Acti_grae_C83_V1	Actinomyces graevenitzii (C83 2011)
GCF_015355765.1_ASM1535576v1	Actinomyces haliotis (JCM 18848 2020)
GCF_900637165.1_49699_G02	Actinomyces howellii (NCTC11636 2018)
GCF_001457875.1_Actinomyces_ihumii	Actinomyces ihuae (SD1 2015)
GCF_030253495.1_ASM3025349v1	Actinomyces israelii (F0345 2023)
GCF_006546835.1_ASM654683v1	Actinomyces johnsonii (CCUG 34287 2019)
GCF_003606385.1_ASM360638v1	Actinomyces lilanjuaniae (2129 2018)
GCF_013177295.1_ASM1317729v1	Actinomyces marmotae (zg-325 2020)
GCF_900155605.1_PRJEB18271	Actinomyces marseillensis (Marseille-P2818T 2017)
GCF_000269805.1_ASM26980v1	Actinomyces massiliensis (4401292 2012)
GCF_900155595.1_PRJEB18043	Actinomyces mediterranea (Marseille-P3257T 2017)
GCF_900187855.1_PRJEB20853	Actinomyces minihominis (Marseille-P3850 2017)
GCF_016127855.1_ASM1612785v1	Actinomyces naeslundii (FDAARGOS_1037 2020)
GCF_004104015.1_ASM410401v1	Actinomyces oricola (R5292 2019)
GCF_016127955.1_ASM1612795v1	Actinomyces oris (FDAARGOS_1051 2020)
GCF_900120245.1_PRJEB17949	Actinomyces pacaensis (Marseille-P2985T 2016)
GCF_000820725.1_Actinomyces_polynesiensis	Actinomyces polynesiensis (MS2 2014)
GCF_004798665.1_ASM479866v1	Actinomyces procaprae (dk561 2019)
GCF_900155435.1_PRJEB18758	Actinomyces provencensis (SN12 2017)
GCF_004102025.1_ASM410202v1	Actinomyces qiguomingii (actinomyces sp. 410 2019)
GCF_001553565.1_ASM155356v1	Actinomyces radicidentis (CCUG 36733 2016)
GCF_014595995.2_ASM1459599v2	Actinomyces respiraculi (ZJ750 2020)
GCF_900103885.1_IMG-taxon_2651870319_annotated_assembly	Actinomyces ruminicola (DSM 27982 2016)
GCF_002154335.2_ASM215433v2	Actinomyces ruminis (CtC72 2017)
GCF_900637295.1_50477_G01	Actinomyces slackii (NCTC11923 2018)
GCF_031292835.1_ASM3129283v1	Actinomyces stomatis (PK606 2023)
GCF_900002405.1_AAM4	Actinomyces succiniciruminis (AM4 2016)
GCF_000295095.1_ASM29509v1	Actinomyces timonensis DSM 23838 (7400942 2012)
GCF_015711475.1_ASM1571147v2	Actinomyces trachealis (zg-993 2020)
GCF_900119695.1_PRJEB17950	Actinomyces urinae (Marseille-P2225 2016)
GCF_002861525.1_ASM286152v1	Actinomyces urogenitalis (UMB0319 2017)
GCF_900637975.1_53550_F01	Actinomyces viscosus (NCTC10951 2018)
GCF_001687305.1_ASM168730v1	Actinomyces vulturis (VUL7 2016)
GCF_016598775.1_ASM1659877v1	Actinomyces weissii (CCUG 61299 2021)
GCF_004010955.1_ASM401095v1	Actinomyces wuliandei (299 2019)
GCF_037400275.1_ASM3740027v1	Actinomycetospora aeridis (OC33-EN06 2024)
GCF_042653685.1_ASM4265368v1	Actinomycetospora atypica (CGMCC 4.7093 2024)
GCF_037401875.1_ASM3740187v1	Actinomycetospora aurantiaca (OC33-EN08 2024)
GCF_028737265.1_ASM2873726v1	Actinomycetospora callitridis (DSM 101857 2023)
GCF_000379625.1_ASM37962v1	Actinomycetospora chiangmaiensis (DSM 45062 2013)
GCF_039542115.1_ASM3954211v1	Actinomycetospora chibensis (JCM 17978 2024)
GCF_039542135.1_ASM3954213v1	Actinomycetospora chlora (JCM 17979 2024)
GCF_003096675.1_ASM309667v1	Actinomycetospora cinnamomea (DSM 45771 2018)
GCF_013409505.1_ASM1340950v1	Actinomycetospora corticicola (DSM 45772 2020)
GCF_021026375.1_ASM2102637v1	Actinomycetospora endophytica (TBRC 5722 2021)
GCF_037400335.1_ASM3740033v1	Actinomycetospora flava (OC33-EN07 2024)
GCF_028737315.1_ASM2873731v1	Actinomycetospora lemnae (DW7H6 2023)
GCF_028737205.1_ASM2873720v1	Actinomycetospora lutea (TBRC 2215 2023)
GCF_042657905.1_ASM4265790v1	Actinomycetospora rhizophila (CGMCC 4.7134 2024)
GCF_021026295.1_ASM2102629v1	Actinomycetospora soli (SF1 2021)
GCF_028737255.1_ASM2873725v1	Actinomycetospora straminea (JCM 17983 2023)
GCF_004363095.1_ASM436309v1	Actinomycetospora succinea (DSM 45775 2019)
GCF_030286555.1_ASM3028655v1	Actinomycetospora termitidis (Odt1-22 2023)
GCF_014874055.1_ASM1487405v1	Actinophytocola algeriensis (DSM 46746 2020)
GCF_042653545.1_ASM4265354v1	Actinophytocola glycyrrhizae (CGMCC 4.7433 2024)
GCF_025165815.1_ASM2516581v1	Actinophytocola gossypii (S1-96 2022)
GCF_004364325.1_ASM436432v1	Actinophytocola oryzae (DSM 45499 2019)
GCF_001921205.1_ASM192120v1	Actinophytocola xanthii (11-183 2016)
GCF_001921215.1_ASM192121v1	Actinophytocola xinjiangensis (CGMCC 4.4663 2016)
GCF_015704865.1_ASM1570486v1	Actinoplanes aureus (NEAU-A11 2020)
GCF_001509495.1_ASM150949v1	Actinoplanes awajinensis subsp. mycoplanecinus (NRRL B-16712 2016)
GCF_016862055.1_ASM1686205v1	Actinoplanes campanulatus (NBRC 16408 2021)
GCF_031454295.1_ASM3145429v1	Actinoplanes couchii (DSM 45050 2023)
GCF_016862095.1_ASM1686209v1	Actinoplanes cyaneus (NBRC 14990 2021)
GCF_900104725.1_IMG-taxon_2634166338_annotated_assembly	Actinoplanes derwentensis (DSM 43941 2016)
GCF_017592555.1_ASM1759255v1	Actinoplanes flavus (NEAU-H7 2021)
GCF_019429605.1_ASM1942960v1	Actinoplanes hulinensis (NEAU-M9 2021)
GCF_018324205.1_ASM1832420v1	Actinoplanes ianthinogenes (NBRC 13996 2021)
GCF_016862235.1_ASM1686223v1	Actinoplanes italicus (NBRC 13911 2021)
GCF_014205215.1_ASM1420521v1	Actinoplanes lobatus (DSM 43150 2020)
GCF_003259845.1_ASM325984v1	Actinoplanes lutulentus (CGMCC 4.7090 2018)
GCF_000284295.1_ASM28429v1	Actinoplanes missouriensis (431 2012)
GCF_030252345.1_ASM3025234v1	Actinoplanes oblitus (NRRL 3884 2023)
GCF_014205225.1_ASM1420522v1	Actinoplanes octamycinicus (DSM 45809 2020)
GCF_016862315.1_ASM1686231v1	Actinoplanes palleronii (NBRC 14916 2021)
GCF_900113015.1_IMG-taxon_2675903218_annotated_assembly	Actinoplanes philippinensis (DSM 43019 2016)
GCF_000962825.1_ASM96282v1	Actinoplanes rectilineatus (NRRL B-16090 2015)
GCF_900188005.1_IMG-taxon_2724679777_annotated_assembly	Actinoplanes regularis (DSM 43151 2017)
GCF_030009775.1_ASM3000977v1	Actinoplanes sandaracinus (NEAU-A12 2023)
GCF_016862395.1_ASM1686239v1	Actinoplanes siamensis (NBRC 109076 2021)
GCF_033097365.1_ASM3309736v1	Actinoplanes sichuanensis (03-723 2023)
GCF_003999975.1_ASM399997v1	Actinoplanes solisilvae (LAM7112 2019)
GCF_042650585.1_ASM4265058v1	Actinoplanes subglobosus (TBRC 5832 2024)
GCF_000721705.1_ASM72170v1	Actinoplanes subtropicus (NRRL B-24665 2014)
GCF_003711105.1_ASM371110v1	Actinoplanes teichomyceticus (ATCC 31121 2018)
GCF_016862455.1_ASM1686245v1	Actinoplanes utahensis (NBRC 13244 2021)
GCF_016862475.1_ASM1686247v1	Actinoplanes xinjiangensis (NBRC 106528 2021)
GCF_000373925.1_ASM37392v1	Actinopolymorpha alba (DSM 45243 2013)
GCF_013408535.1_ASM1340853v1	Actinopolymorpha cephalotaxi (DSM 45117 2020)
GCF_014873875.1_ASM1487387v1	Actinopolymorpha pittospori (DSM 45354 2020)
GCF_013407855.1_ASM1340785v1	Actinopolymorpha rutila (DSM 18448 2020)
GCF_900104745.1_IMG-taxon_2636416006_annotated_assembly	Actinopolymorpha singaporensis (DSM 22024 2016)
GCF_900112765.1_IMG-taxon_2619619028_annotated_assembly	Actinopolyspora alba (DSM 45004 2016)
GCF_013408175.1_ASM1340817v1	Actinopolyspora biskrensis (CECT 8576 2020)
GCF_002263515.1_ASM226351v1	Actinopolyspora erythraea (YIM 90600 2017)
GCF_000371785.1_ASM37178v1	Actinopolyspora halophila (DSM 43834 2013)
GCF_000384035.1_ASM38403v1	Actinopolyspora mortivallis DSM 44261 (HS-1 2013)
GCF_900101095.1_IMG-taxon_2619619027_annotated_assembly	Actinopolyspora mzabensis (DSM 45460 2016)
GCF_900116555.1_IMG-taxon_2616644808_annotated_assembly	Actinopolyspora righensis (DSM 45501 2016)
GCF_900100925.1_IMG-taxon_2634166628_annotated_assembly	Actinopolyspora saharensis (DSM 45459 2016)
GCF_900104475.1_IMG-taxon_2619619031_annotated_assembly	Actinopolyspora xinjiangensis (DSM 46732 2016)
GCF_030269765.1_ASM3026976v1	Actinorhabdospora filicis (NBRC 111898 2023)
GCF_004363075.1_ASM436307v1	Actinorugispora endophytica (DSM 46770 2019)
GCF_018139625.1_ASM1813962v1	Actinospica acidithermotolerans (MGRD01-02 2021)
GCF_018139695.1_ASM1813969v1	Actinospica durhamensis (CSCA 57 2021)
GCF_000504285.1_ASM50428v1	Actinospica robiniae (DSM 44927 2013)
GCF_049103745.1_ASM4910374v1	Actinospongicola halichondriae (Hal317 2025)
GCF_000023245.1_ASM2324v1	Actinosynnema mirum (DSM 43827 2009)
GCF_002354875.1_ASM235487v1	Actinosynnema pretiosum (X47 2017)
GCF_009733795.1_ASM973379v1	Actinotalea caeni (JCM 30447 2019)
GCF_007991475.1_ASM799147v1	Actinotalea fermentans (NBRC 105374 2019)
GCF_000603945.1_genome	Actinotalea ferrariae (CF5-4 2014)
GCF_030586465.1_ASM3058646v1	Actinotalea lenta (SYSU T00b441 2023)
GCF_017565425.1_ASM1756542v1	Actinotalea soli (BY-33 2021)
GCF_016464425.1_ASM1646442v1	Actinotalea solisilvae (KACC 19191 2021)
GCF_008364845.1_ASM836484v1	Actinotalea subterranea (HO-Ch2 2019)
GCF_030230305.1_ASM3023030v1	Actinotignum sanguinis (UMB8041A 2023)
GCF_000724605.1_ASM72460v1	Actinotignum schaalii (CCUG 27420 2014)
GCF_002860685.3_ASM286068v3	Actinotignum timonense (UMB0063 2023)
GCF_000420445.1_ASM42044v1	Actinotignum urinale (DSM 15805 2013)
GCF_013370205.1_ASM1337020v1	Actirhodobacter atriluteus (HHU K3-1 2020)
GCF_019679435.2_ASM1967943v2	Actomonas aquatica (WL0086 2024)
GCF_034335085.1_ASM3433508v1	Acutalibacter caecimuris (M00118 2023)
GCF_034334985.1_ASM3433498v1	Acutalibacter intestini (M00204 2023)
GCF_002201475.1_ASM220147v1	Acutalibacter muris (KB18 2017)
GCF_021556395.1_ASM2155639v1	Acuticoccus kalidii (M5D2P5 2022)
GCF_003073115.1_ASM307311v1	Acuticoccus kandeliae (J103 2018)
GCF_016411865.1_ASM1641186v1	Acuticoccus mangrovi (B2012 2020)
GCF_003258595.1_ASM325859v1	Acuticoccus sediminis (PTG4-2 2018)
GCF_001927245.1_ASM192724v1	Acuticoccus yangtzensis (JL1095 2016)
GCF_007741515.1_ASM774151v1	Adhaeretor mobilis (HG15A2 2019)
GCF_007991635.1_ASM799163v1	Adhaeribacter aerolatus (NBRC 106133 2019)
GCF_000473365.1_ASM47336v1	Adhaeribacter aquaticus (DSM 16391 2013)
GCF_003023845.1_ASM302384v1	Adhaeribacter arboris (HMF7605 2018)
GCF_003340495.1_ASM334049v1	Adhaeribacter pallidiroseus (HMF7616 2018)
GCF_014075995.1_ASM1407599v1	Adhaeribacter radiodurans (KUDC8001 2020)
GCF_008629685.1_ASM862968v1	Adhaeribacter rhizoryzae (DK36 2019)
GCF_008727925.1_ASM872792v1	Adhaeribacter soli (MA2 2019)
GCF_014217805.1_ASM1421780v1	Adhaeribacter swui (KCTC 52873 2020)
GCF_042657365.1_ASM4265736v1	Adhaeribacter terreus (CGMCC 1.6961 2024)
GCF_016623615.1_ASM1662361v1	Adhaeribacter terrigena (BT258 2021)
GCF_943193125.1_Adlercreutzia_sp_nov2_DSM109821	Adlercreutzia agrestimuris (DSM 109821 2022)
GCF_943193145.1_Adlercreutzia_sp_nov3_DSM108611	Adlercreutzia aquisgranensis (2022)
GCF_000403355.2_Ente_caec_B7_V1	Adlercreutzia caecimuris (B7 2013)
GCF_000478885.1_ASM47888v1	Adlercreutzia equolifaciens (DSM 19450 2013)
GCF_022669055.1_ASM2266905v1	Adlercreutzia faecimuris (JBNU-10 2022)
GCF_011405655.1_ASM1140565v1	Adlercreutzia hattorii (8CFCBH1 2020)
GCF_000422625.1_ASM42262v1	Adlercreutzia mucosicola (DSM 19490 2013)
GCF_943192905.1_Adlercreutzia_sp_nov1_DSM112345	Adlercreutzia murintestinalis (2022)
GCF_008831045.1_ASM883104v1	Adlercreutzia muris (DSM 29508 2019)
GCF_009755265.1_ASM975526v1	Adlercreutzia rubneri (ResAG-91 2019)
GCF_035830635.1_ASM3583063v1	Adlercreutzia shanghongiae (R25 2024)
GCF_035989245.1_ASM3598924v1	Adlercreutzia wanghongyangiae (R7 2024)
GCF_011009555.1_ASM1100955v1	Adonisia turfae (CCMR0081 2020)
GCF_019132845.1_ASM1913284v1	Advenella alkanexedens (LAM0050 2021)
GCF_014652395.1_ASM1465239v1	Advenella faeciporci (KCTC 23732 2020)
GCF_004217095.1_ASM421709v1	Advenella incenata (DSM 23814 2019)
GCF_000219915.2_ASM21991v3	Advenella kashmirensis (WT001 2012)
GCF_016595155.1_ASM1659515v1	Advenella mandrilli (WQ 585 2021)
GCF_000521505.1_ASM52150v1	Advenella mimigardefordensis (DPN7 2014)
GCF_025566985.1_ASM2556698v1	Aedoeadaptatus acetigenes (E51 2022)
GCF_900343085.1_PRJEB23931	Aedoeadaptatus coli (Marseille-P3761 2018)
GCF_001553115.1_ASM155311v1	Aedoeadaptatus coxii (DNF00729 2016)
GCF_030815095.1_ASM3081509v1	Aedoeadaptatus ivorii (DSM 10022 2023)
GCF_903819165.1_1804121828	Aedoeadaptatus nemausensis (2020)
GCF_900088125.1_PRJEB14116	Aedoeadaptatus pacaensis (Kh-D5 2016)
GCF_900155585.1_PRJEB18033	Aedoeadaptatus urinae (Marseille-P3195T 2017)
GCF_015476115.1_ASM1547611v1	Aegicerativicinus sediminis (SM2-F 2020)
GCF_007748035.1_ASM774803v1	Aeoliella mucimassa (Pan181 2019)
GCF_024054565.1_ASM2405456v1	Aeoliella straminimaris (ICT_H6.2 2022)
GCF_024160205.1_ASM2416020v1	Aequitasia blattaphilus (PAL113 2022)
GCF_009910365.1_ASM991036v1	Aequoribacter fuscus (IMCC3088 2020)
GCF_007997155.1_ASM799715v1	Aequorivita antarctica (SW49 2019)
GCF_001573155.1_ASM157315v1	Aequorivita aquimaris (D-24 2016)
GCF_030410135.1_ASM3041013v1	Aequorivita aurantiaca (SDUM287046 2023)
GCF_000429125.1_ASM42912v1	Aequorivita capsosiphonis (DSM 23843 2013)
GCF_004022485.1_ASM402248v1	Aequorivita ciconiae (H23M31 2019)
GCF_018476645.1_ASM1847664v1	Aequorivita echinoideorum (JCM30378 2021)
