SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-N7MT-0011-R11A-SM-2I3DZ		D1, A1		6.4	Brain	Brain - Cerebellar Hemisphere		BP-19253	RNA isolation_QIAGEN miRNeasy	10/05/2011	LCSET-1167_3	02/17/2012	TrueSeq.v1	0.804442	61075	0.96563065	940	0.8132175	0.88056064	0.25956497	25157	0.6640472	0.792074	76	40.471546	0.0031625258	199	36368284	63458432	0.03405716	5740476	78033772	8795256	0.67827064	145025	30668517	72534	0.0387482	0	0.085070066	0.5400148	0.7160873	42139394	0.0034890794	12030527	2393673	12358949	190	12524935	7190757	0.0033240407	12407894	49.76529	0.07356399	0.821993	824	0.3359528	50.673286
GTEX-N7MT-0011-R11A-SM-2IZHP		D1, A1		6.4	Brain	Brain - Cerebellar Hemisphere		BP-19253	RNA isolation_QIAGEN miRNeasy	10/05/2011	GTEx_Batch3Affy_Dec2011	01/13/2012	Affymetrix Expression																																													
GTEX-N7MT-0011-R1a-SM-2AXWA		D1, A1		7	Brain	Brain - Hippocampus		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R1a-SM-2TC6G		D1, A1		7	Brain	Brain - Hippocampus		BP-17394	RNA isolation_Trizol Manual (Cell Pellet)	07/05/2011	LCSET-1477	05/27/2012	TrueSeq.v1	0.108134754	11828	0.9342584	3937	0.11973195	0.835116	0.26328877	18180	0.8238401	0.7128984	76	3.2666445	0.00434171	168	6945426	4783728	0.06546421	574693	39953648	10310954	0.8578133	108646	2080902	354111	0.1992041	0	0.09914234	0.09863998	0.09999007	3941027	0.00884967	801965	684811	842519	106	1006381	554518	0.0063773706	994390	49.70034	0.014383993	0.13132913	426	0.17615989	51.233032
GTEX-N7MT-0011-R2a-SM-2AXW5		D1, A1		6.6	Brain	Brain - Substantia nigra		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R2a-SM-2I3GI		D1, A1		6.6	Brain	Brain - Substantia nigra		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_4	02/17/2012	TrueSeq.v1	0.726211	64585	0.9296745	1080	0.7337622	0.8284981	0.25430554	23981	0.6180728	0.7487496	76	31.842516	0.002927608	317	24063722	50498408	0.07011389	6116416	68821216	7982214	0.6828181	139931	24415796	91884	0.051543344	0	0.10117642	0.45351845	0.6079206	31211691	0.003252304	9183288	4444472	9417939	151	9520793	6047987	0.0030882852	9471849	49.87115	0.08887399	0.74131346	774	0.38192722	50.630737
GTEX-N7MT-0011-R3a-SM-2AXVY		D1, A1		6.4	Brain	Brain - Anterior cingulate cortex (BA24)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R3a-SM-2I3GC		D1, A1		6.4	Brain	Brain - Anterior cingulate cortex (BA24)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_3	02/17/2012	TrueSeq.v1	0.70153683	74480	0.89200175	998	0.71287525	0.78450966	0.26566082	24748	0.6588099	0.8635109	76	38.09851	0.0028052665	296	33304268	59191914	0.10773712	9722707	83032644	11382900	0.68691486	143418	28422572	84781	0.045285463	0	0.107492015	0.46964923	0.5592575	38996215	0.003204345	10470342	7284728	10704137	161	10942271	7027775	0.003001632	10917538	49.94343	0.117095	0.72421366	777	0.3411902	50.552067
GTEX-N7MT-0011-R4a-SM-2AXVR		D1, A1		6.5	Brain	Brain - Amygdala		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R4a-SM-2I3G9		D1, A1		6.5	Brain	Brain - Amygdala		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_4	02/17/2012	TrueSeq.v1	0.73180866	61249	0.9531191	1103	0.742021	0.8631552	0.22150606	24848	0.5877726	0.782377	76	31.819178	0.0034521853	226	25619377	60234135	0.046613052	7815766	81175784	9151076	0.6428988	144592	29005614	86397	0.047304895	0	0.08996387	0.4361396	0.64047927	35403978	0.0038133855	10914488	3417588	11496545	166	11715159	6176052	0.0036302998	11336089	49.17777	0.09628199	0.75223327	782	0.4122273	51.2986
GTEX-N7MT-0011-R5a-SM-2AXVM		D1, A1		7.4	Brain	Brain - Caudate (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R5a-SM-2I3G6		D1, A1		7.4	Brain	Brain - Caudate (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_4	04/02/2012	TrueSeq.v1	0.6361671	172880	0.94962186	765	0.66155505	0.8452242	0.24983881	27083	0.68766207	0.8077097	76	54.83982	0.0043349983	237	55610258	84000205	0.050015543	5959645	126973876	43101208	0.6345964	150689	39085013	54957	0.031048907	0	0.10439763	0.4549263	0.5591623	57763757	0.0056779324	15605961	15493336	16229890	223	17413250	10783622	0.0049806973	17053050	49.47746	0.046935994	0.68694293	864	0.3123379	50.979916
GTEX-N7MT-0011-R6a-SM-2I3G3		D1, A1		7.5	Brain	Brain - Nucleus accumbens (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_3	02/17/2012	TrueSeq.v1	0.8741067	99665	0.96616095	803	0.88338846	0.8722998	0.27314836	26499	0.7319104	0.8180997	76	59.763294	0.0028653173	316	64374591	82293849	0.03346159	4173994	93157034	9755668	0.6570539	149032	39697961	56447	0.031957276	0	0.09386121	0.6465612	0.7705796	60231725	0.0031664148	16071473	2936075	16368658	294	16629998	11303947	0.0030142842	16503875	49.809677	0.044806	0.8926703	865	0.2680896	50.45805
GTEX-N7MT-0011-R6a-SM-2IZIT		D1, A1		7.5	Brain	Brain - Nucleus accumbens (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTEx_Batch3Affy_Dec2011	01/13/2012	Affymetrix Expression																																													
GTEX-N7MT-0011-R7a-SM-2AXV9		D1, A1		7.3	Brain	Brain - Putamen (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R7a-SM-2I3FZ		D1, A1		7.3	Brain	Brain - Putamen (basal ganglia)		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1167_3	02/17/2012	TrueSeq.v1	0.78295505	82863	0.9062969	878	0.79469115	0.8087689	0.2517501	25845	0.6309296	0.8069298	76	46.167492	0.003122168	252	38691536	76909817	0.093460694	11679738	96779508	11712960	0.6835274	146553	37023186	68797	0.03826522	0	0.097528	0.50139415	0.6427215	48524678	0.0034923106	13582094	7490438	14012929	238	14315528	8082806	0.003304506	14114209	49.64594	0.120684005	0.8064273	809	0.36907044	50.78064
GTEX-N7MT-0011-R8a-SM-2AXV2		D1, A1		5.3	Brain	Brain - Hypothalamus		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-0011-R8a-SM-2I5GU		D1, A1		5.3	Brain	Brain - Hypothalamus		BP-17394	RNA isolation_QIAGEN miRNeasy	07/05/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.43450773	165708	0.90383655	977	0.4951463	0.8103977	0.23158611	26262	0.51523346	0.82525986	76	42.27069	0.004631282	297	27604843	81431919	0.09597127	14800442	164460320	52271839	0.71135616	147704	34536307	74605	0.03921714	9577386	0.09343888	0.25511593	0.4012654	41956448	0.0072263456	12484250	14335312	13099484	168	14528704	7800137	0.005793148	14409654	49.794304	0.089994	0.49098152	798	0.48476657	51.202393
GTEX-N7MT-0126-SM-26GMB	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-0126-SM-26GMS	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-0126-SM-2D43B	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	GTEx_96Affy3_Oct2011	11/24/2011	Affymetrix Expression																																													
GTEX-N7MT-0126-SM-2D7VT	1	D1	10x9 mm	9.1	Lung	Lung	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-1010_1	10/30/2011	TrueSeq.v1	0.80057305	36305	0.9720942	713	0.81015384	0.75527066	0.3270758	24365	0.9081746	0.7405491	101	40.944443	0.0020540517	150	123752290	41722468	0.027394831	325991	51499442	4631710	0.5717657	143494	20034941	49556	0.029036542	0	0.21682352	0.7357611	0.6118854	37891285	0.0024665976	8760035	1760070	8852111	137	9030720	9202978	0.0022578854	9003570	49.924725	0.0063299914	0.8197346	858	0.09182542	50.2614
GTEX-N7MT-0226-SM-48TC3	0	D1	MUCOSA, NOT MUSCULARIS; 3 pieces 8.5x2 mm	7.4	Esophagus	Esophagus - Muscularis	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-3085	04/12/2013	TrueSeq.v1	0.93744445	78962	0.96810716	814	0.9447911	0.8016883	0.2922301	24932	0.6064133	0.8265303	76	30.084957	0.0019342212	171	25220430	55559204	0.031726968	1064855	58805808	3157454	0.61815476	143142	26951633	55491	0.03268693	0	0.16641884	0.5729339	0.757428	33691842	0.0021487633	11543666	2905905	11695060	155	11803522	7751778	0.0020406581	11801624	49.99598	0.01810799	0.9521377	827	0.39358667	50.325737
GTEX-N7MT-0326-SM-48TDP	0	D1	MUSCULARIS, NOT MUCOSA; 3 pieces 12x4.5 mm	9.9	Esophagus	Esophagus - Mucosa	4-7 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-3085	04/12/2013	TrueSeq.v1	0.94315714	80140	0.96581423	853	0.95011014	0.8112186	0.29385245	24145	0.7477912	0.75829506	76	35.90763	0.0019007446	166	44104831	52846587	0.03404562	1065764	55621540	2758126	0.6355043	140928	25685821	64494	0.03581406	0	0.15459561	0.71048397	0.770747	39518212	0.0020604022	11051067	3068303	11173560	144	11258088	8406588	0.0019799892	11293237	50.07793	0.019160993	0.957063	835	0.2522088	50.275578
GTEX-N7MT-0726-SM-3TW8S	0	D1	11x8 mm; atrophic endometrium, calcified arteries	5.5	Uterus	Uterus	8-11 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2622	01/26/2013	TrueSeq.v1	0.9149086	166434	0.9640709	604	0.9251272	0.74040574	0.27977362	26410	0.6913402	0.78438157	76	49.140896	0.0026766045	240	53662031	83681695	0.035695404	1488062	90454252	13232804	0.5654268	146304	40194924	40726	0.022144515	0	0.22366516	0.6395776	0.68496954	57852519	0.0028610993	17492392	5654416	17586890	208	17866090	12046190	0.0027678327	17984667	50.165382	0.01645099	0.9353459	892	0.3086598	50.134697
GTEX-N7MT-1026-SM-3TW8T	0	D1	16x6 mm; anterior and poasterior	7.5	Pituitary	Pituitary	8-11 hours	BP-16829	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2622	01/26/2013	TrueSeq.v1	0.9222844	135688	0.9502935	535	0.9311726	0.79657906	0.33877948	27961	0.77038044	0.77551764	76	68.45366	0.002567402	300	85746447	90176005	0.049494397	2679018	96841340	12063418	0.62062544	152727	43528428	31183	0.016749304	0	0.15371442	0.71735716	0.7417526	69469834	0.0027722742	18091407	6544739	18244508	281	18530657	14184474	0.0026688601	18500695	49.95955	0.02766399	0.9400608	909	0.22961952	50.210674
GTEX-N7MT-1126-SM-2QU53	0	D1	1, 6.6x3.6 mm	7.2	Brain	Brain - Cortex	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-N7MT-1126-SM-2YUNQ	0	D1	1, 6.6x3.6 mm	7.2	Brain	Brain - Cortex	8-11 hours	BP-16831	RNA isolation_Trizol Manual (Cell Pellet)	05/24/2011	LCSET-1433	06/09/2012	TrueSeq.v1	0.09892459	44346	0.93172836	2105	0.100227885	0.7978706	0.2710451	20376	0.7668841	0.7562087	76	7.032433	0.0034911076	202	8956379	9784241	0.0680296	848415	97619956	12525552	0.73804253	123260	4460764	172867	0.105124794	0	0.1338578	0.07686317	0.07996888	7503379	0.0045632906	1797507	3340987	1856989	108	1903696	1166500	0.004020228	1845355	49.221924	0.008691	0.10153117	609	0.23311588	50.81382
GTEX-N7MT-1226-SM-26GMC	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-1226-SM-26GMT	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011			Tech Dev																																													
GTEX-N7MT-1226-SM-2D7W4	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-1010_1	10/30/2011	TrueSeq.v1	0.89144516	43930	0.93970865	636	0.90115863	0.7119843	0.28962776	24746	0.86256266	0.7703969	101	48.075718	0.0022365183	139	96443950	54499774	0.05985096	2011177	60477446	4423912	0.61122775	140277	26178030	49675	0.026207304	0	0.2277244	0.77730584	0.6416108	47009472	0.0026333667	10848385	2646151	10971422	161	11154261	7789612	0.0024328036	11143442	49.97574	0.033254992	0.91087204	847	0.1374373	50.281933
GTEX-N7MT-1226-SM-2TC6K	0	D1	1 piece 7.8x4 mm	9.5	Brain	Brain - Cerebellum	8-11 hours	BP-16831	RNA isolation_Trizol Manual (Cell Pellet)	05/24/2011	LCSET-1477	05/27/2012	TrueSeq.v1	0.53381485	170213	0.9401372	766	0.5739248	0.7216456	0.33191043	25145	0.8247573	0.804794	76	31.057297	0.003991774	120	72765171	47687397	0.059560686	1840941	83089976	24307832	0.59133625	141520	21378952	50225	0.029159741	0	0.21849155	0.47334865	0.4141703	39330526	0.008450206	8767040	5654509	9033658	105	10244529	5273489	0.006065197	10210503	49.91683	0.022155995	0.6140347	857	0.17524277	50.748898
GTEX-N7MT-1326-SM-2AXUA	0	D1	Fatty infiltration of myocardium; 1 piece 12x5 mm	7.9	Heart	Heart - Left Ventricle	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-N7MT-1326-SM-2I3FV	0	D1	Fatty infiltration of myocardium; 1 piece 12x5 mm	7.9	Heart	Heart - Left Ventricle	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-1167_4	02/17/2012	TrueSeq.v1	0.70887786	32811	0.96780044	1309	0.7194869	0.8824755	0.2760207	21388	0.32486272	0.779549	76	16.168442	0.0048921644	122	9676571	57538174	0.032154616	5938176	79971130	8836692	0.67558104	128720	27787449	98132	0.05514772	0	0.08532488	0.23373446	0.63492954	18692008	0.0052426727	9021217	2228541	9934709	147	10100968	2253135	0.0050648344	9463358	48.37048	0.074254	0.7300958	720	0.6751373	52.409515
GTEX-N7MT-1426-SM-3LK5M	0	D1	3 pieces 8x1.5 mm; punctate medial calcification	8.9	Blood Vessel	Artery - Aorta	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.8848447	100677	0.9670968	729	0.8928129	0.7988195	0.31345993	25158	0.63093096	0.79122734	76	43.36673	0.0024161127	218	36442172	72742642	0.03263496	1538507	81475794	7954058	0.5882408	143481	35026810	47765	0.028372405	0	0.16827731	0.5633033	0.7131964	45895583	0.0026949144	15025574	3992745	15191167	187	15373744	12006056	0.0025542693	15385823	50.01963	0.018882995	0.90078115	852	0.3690691	50.27401
GTEX-N7MT-1626-SM-3LK71	1	D1	10x8 mm; good parenchymal preservation; autolysis of ducts; ~10% of aliquot is adipose	5.2	Pancreas	Pancreas	4-7 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.80682456	107557	0.94782835	1037	0.81564295	0.78590524	0.30222693	25859	0.3250005	0.8149595	76	22.680101	0.0027296112	205	13276652	78779958	0.052069306	2805736	96586330	10258800	0.6225278	144739	37785903	72020	0.041790336	0	0.16192311	0.26508436	0.6410181	25603526	0.0030094984	16349779	6227578	16766332	191	16946905	12863913	0.0028680419	16876504	49.89593	0.029048998	0.82446134	806	0.6749995	50.628925
GTEX-N7MT-1926-SM-3LK5N	0	D1	3 pieces, 9x4.8 mm;	9.5	Vagina	Vagina	8-11 hours	BP-16831	RNA isolation_PAXgene Tissue miRNA	05/24/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.914649	126477	0.96684575	753	0.9232757	0.74218255	0.30867562	25722	0.6726418	0.7362237	76	39.3638	0.0024472063	192	43358878	73146577	0.032971032	1573964	79225062	7972296	0.5683821	145468	35152348	48499	0.02675807	0	0.22466314	0.62103385	0.6852391	49201445	0.0027476265	15376325	4407900	15616579	172	15792966	11145807	0.002596013	15780154	49.97971	0.019866996	0.93190247	865	0.32735822	50.387592
GTEX-NFK9-0004-SM-2BWYG		C1			Blood	Whole Blood	0-3 hours	BP-16974	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	06/01/2011	GTExHapMap_5M_Sept2011	10/18/2011	Illumina OMNI SNP Array																																													
GTEX-NFK9-0004-SM-2XK1E		C1			Blood	Whole Blood	0-3 hours	BP-16974	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	06/01/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-NFK9-0006-SM-3GACS		C1		7	Blood	Whole Blood	0-3 hours	BP-16997	RNA isolation_PAXgene Blood RNA (Manual)	06/02/2011	LCSET-2014	09/08/2012	TrueSeq.v1	0.8140922	32801	0.9390893	1289	0.8397786	0.90348035	0.27051288	19328	0.21224417	0.6768202	76	22.50557	0.0025869254	134	6303241	60017968	0.060840912	4460867	71468798	10794048	0.66259754	117136	28496543	107478	0.06951538	0	0.035608936	0.17823811	0.7587235	12738464	0.006012006	12704282	14629032	13336922	140	13856848	14445621	0.0042470843	13800476	49.89809	0.062416986	0.865465	743	0.78775585	51.214687
GTEX-NFK9-0008-SM-4E3JE		C1		10	Skin	Cells - Transformed fibroblasts		BP-37539	RNA isolation_Trizol Manual (Cell Pellet)	04/03/2013	LCSET-3416	07/12/2013	TrueSeq.v1	0.9301624	169850	0.9732104	736	0.93890977	0.9044181	0.32974583	22475	0.76799655	0.6672028	76	79.98387	0.005630131	241	77381934	81798612	0.026475525	2069904	87120840	9577810	0.5622719	133991	39745807	50547	0.029951949	0	0.06879226	0.72107947	0.849167	62821048	0.0025604537	17455485	4551242	17553497	190	17754020	20472201	0.0041095917	17897649	50.201435	0.023759	0.94765717	873	0.23200351	50.139977
GTEX-NFK9-0126-SM-3LK5H	1	C1	Mild autolysis	8.7	Testis	Testis	0-3 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2234	12/16/2012	TrueSeq.v1	0.7300299	121402	0.9389733	689	0.7357783	0.7978403	0.32969275	33443	0.7500932	0.74982584	76	47.01279	0.0026746227	179	57074682	67535543	0.06080937	2203460	91787908	10438368	0.6334661	164938	32530866	42209	0.025485817	0	0.141133	0.55190223	0.58703357	50657954	0.003002574	13615128	5357016	13826826	162	13940342	10686791	0.0028373173	13931350	49.983868	0.024005996	0.74152666	907	0.24990675	50.38572
GTEX-NFK9-0226-SM-2AXU5	0	C1	OK for anlysis	9.6	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-NFK9-0226-SM-2HMKQ	0	C1	OK for anlysis	9.6	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-1156_2	02/15/2012	TrueSeq.v1	0.64477575	114445	0.97443753	822	0.674116	0.85856634	0.29276955	25018	0.7076956	0.75919676	76	47.117195	0.0029237987	186	47923423	65779185	0.025408387	1007497	97578428	14459440	0.6409191	143547	30633447	59416	0.036655184	0	0.11587123	0.47706896	0.5787733	46551638	0.0050185397	12728719	4025114	12982932	158	14108269	11132707	0.0039255833	13958411	49.733032	0.010324997	0.7034563	837	0.29230446	50.494354
GTEX-NFK9-0326-SM-3MJGV	0	C1	OK for analysis	8.7	Adipose Tissue	Adipose - Subcutaneous	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-2269	11/19/2012	TrueSeq.v1	0.8717146	131123	0.96387774	689	0.8879683	0.8158497	0.31379706	25819	0.69244576	0.74592227	76	56.838535	0.0028167893	244	59086325	90205419	0.035823904	2166328	101586308	16876790	0.56971276	145762	43203304	44648	0.024222301	0	0.148028	0.61486983	0.7244487	62462356	0.003328223	18417434	5440305	18878823	246	19427309	14788591	0.0030678255	19253235	49.77499	0.021325001	0.9042221	884	0.3075543	50.61855
GTEX-NFK9-0426-SM-2QU4B	0	C1	OK for analysis	9.5	Nerve	Nerve - Tibial	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-NFK9-0426-SM-2YUNK	0	C1	OK for analysis	9.5	Nerve	Nerve - Tibial	4-7 hours	BP-16993	RNA isolation_Trizol Manual (Cell Pellet)	06/02/2011	LCSET-1433	06/09/2012	TrueSeq.v1	0.7525876	99630	0.971828	783	0.7600665	0.81262624	0.3321235	25214	0.785367	0.74959594	76	49.519257	0.0023317735	205	69193808	65891040	0.027891455	507143	86691150	8086602	0.5832491	144304	31564980	53096	0.032725252	0	0.15920174	0.59693116	0.61765	51748650	0.0025724059	13619715	2575424	13729580	167	14021482	11113115	0.002450906	13876333	49.739853	0.005849997	0.76754534	850	0.21463297	50.20085
GTEX-NFK9-0526-SM-2QU51	0	C1	OK for analysis	9.7	Blood Vessel	Artery - Tibial	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTEX_AffyBatch5_March12	03/29/2012	Affymetrix Expression																																													
GTEX-NFK9-0526-SM-2YUNL	0	C1	OK for analysis	9.7	Blood Vessel	Artery - Tibial	4-7 hours	BP-16993	RNA isolation_Trizol Manual (Cell Pellet)	06/02/2011	LCSET-1433	06/09/2012	TrueSeq.v1	0.77192026	123901	0.98157376	949	0.7783503	0.89700645	0.28703767	22949	0.77494216	0.70821476	76	51.17327	0.002272259	192	60124737	60366184	0.018017571	392048	77556578	9674394	0.611268	137820	29070035	68795	0.038826235	0	0.08456733	0.6031765	0.6981852	46780300	0.002499448	12253182	3066632	12446642	163	12672595	12728365	0.0023849152	12433386	49.523605	0.0050549936	0.7847803	815	0.22505786	50.39162
GTEX-NFK9-0626-SM-2AXU6	0	C1	OK for analysis	9.9	Muscle	Muscle - Skeletal	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
GTEX-NFK9-0626-SM-2HMIV	0	C1	OK for analysis	9.9	Muscle	Muscle - Skeletal	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	LCSET-1156_1	02/15/2012	TrueSeq.v1	0.81195086	69505	0.98361945	992	0.8471611	0.9432289	0.28478467	21774	0.5755156	0.7008221	76	68.37907	0.0031724544	253	36976685	87608233	0.01623836	2238290	103413896	13873788	0.6373068	130284	41113888	90298	0.054159388	0	0.040390555	0.4875545	0.79906684	50419908	0.005246388	16630625	2573187	16922191	237	18282308	18391304	0.004166322	18215139	49.90798	0.021643996	0.8823714	809	0.42448434	50.43449
GTEX-NFK9-0726-SM-2AXU7	1	C1	OK for analysis	8.8	Thyroid	Thyroid	4-7 hours	BP-16993	RNA isolation_PAXgene Tissue miRNA	06/02/2011	GTExDonor1-20_Sept2011	10/11/2011	Affymetrix Expression																																													
